img_id,status,cx,cy,r_inner,r_outer
160877,success,188,175,120,176
160878,success,154,241,66,234
160879,success,215,126,102,206
160908,success,178,176,91,158
160996,success,380,276,59,187
161002,success,311,212,112,159
161033,success,209,224,119,192
161034,success,195,207,102,180
161035,success,299,277,146,266
161077,success,249,302,117,255
161078,success,151,330,103,246
161081,success,110,102,65,128
161089,success,177,239,84,162
161095,success,226,242,71,194
161118,success,222,289,143,257
161162,success,224,290,121,153
161164,success,121,286,83,177
161166,success,238,316,123,187
161172,success,173,335,70,206
161181,success,164,305,94,167
161333,success,156,107,70,100
161383,success,118,151,70,99
161394,success,108,198,74,133
161397,success,284,167,105,253
161399,success,193,182,94,167
161402,success,179,175,32,86
161523,success,211,185,92,118
161524,success,170,208,85,113
161525,success,206,171,89,111
161526,success,218,174,87,117
161527,success,196,195,90,111
161528,success,190,192,95,121
161539,success,198,178,86,128
161541,success,180,212,89,122
161543,success,206,119,58,137
161568,success,123,218,51,183
161585,success,95,85,31,92
161728,success,214,273,125,186
161758,success,157,232,89,212
161798,success,146,162,68,98
161821,success,179,203,89,136
161822,success,202,188,92,137
161950,success,131,118,65,142
162012,success,121,177,58,111
162015,success,109,203,36,112
162017,success,105,175,44,109
162018,success,149,156,75,141
162019,success,136,166,56,160
162020,success,109,157,39,112
162021,success,109,162,52,108
162023,success,158,173,74,141
162025,success,118,153,36,99
162216,success,410,408,166,226
162218,success,348,368,166,346
162230,success,179,408,157,230
162231,success,149,369,109,212
162238,success,362,402,121,232
162239,success,386,373,185,249
162276,success,215,202,97,124
162283,success,203,203,104,170
162288,success,202,106,44,169
162289,success,266,114,64,145
162290,success,267,117,68,150
162318,success,355,355,174,305
162448,success,171,75,55,83
162468,success,328,313,170,285
162479,success,140,130,76,115
162493,success,147,145,71,89
162494,success,210,192,93,123
162499,success,172,203,91,145
162841,success,239,102,60,100
162845,success,245,167,70,169
162847,success,159,352,112,213
162848,success,356,355,168,246
162850,success,396,386,129,257
162851,success,161,228,66,174
162852,success,169,213,36,145
162861,success,186,388,162,235
162867,success,355,239,66,225
162911,success,131,179,61,154
162968,success,98,176,65,141
162971,success,244,188,48,118
162972,success,128,184,54,130
162973,success,101,185,51,126
162981,success,384,329,166,210
162988,success,150,266,85,155
162989,success,379,370,128,240
162990,success,353,393,163,309
162991,success,402,397,175,231
162992,success,180,300,135,229
162993,success,219,388,82,226
162994,success,367,389,183,238
162995,success,353,357,167,227
162998,success,368,415,154,231
163001,success,362,368,187,288
163014,success,356,404,178,236
163015,success,303,413,186,235
163030,success,98,86,36,86
163031,success,87,120,39,74
163063,success,183,189,98,162
163071,success,343,401,189,324
163074,success,78,74,28,80
163078,success,88,122,56,74
163082,success,403,388,175,232
163085,success,386,191,82,248
163087,success,106,116,30,97
163088,success,102,120,48,93
163091,success,349,373,83,226
163100,success,351,394,182,327
163113,success,186,371,150,213
163114,success,192,347,170,221
163128,success,375,355,127,282
163129,success,137,232,50,187
163136,success,375,408,124,234
163138,success,333,314,163,256
163139,success,412,372,185,259
163144,success,215,185,92,120
163145,success,194,196,92,117
163261,success,443,282,73,223
163386,success,149,169,77,124
163401,success,133,148,66,85
163525,success,323,279,149,264
163617,success,159,185,90,125
163620,success,180,217,93,116
163681,success,134,76,26,83
163683,success,165,147,30,78
163688,success,80,70,33,58
163694,success,176,136,29,93
163726,success,126,142,64,96
163739,success,151,222,106,162
163758,success,153,158,61,139
163761,success,195,177,99,131
163762,success,175,210,99,127
163763,success,163,200,98,149
163764,success,193,226,100,154
163765,success,206,190,102,156
163777,success,200,141,94,154
163778,success,167,192,110,152
163781,success,111,112,53,92
163795,success,208,99,58,109
163796,success,181,96,81,107
164101,success,124,112,52,89
164105,success,151,142,71,120
164151,success,190,179,92,142
164221,success,98,100,45,74
164322,success,337,229,60,155
164327,success,232,381,76,215
164330,success,163,319,77,218
164332,success,174,362,73,251
164367,success,157,293,82,263
164373,success,403,261,96,217
164405,success,168,156,77,150
164446,success,197,218,106,156
164447,success,272,187,52,142
16454,success,84,89,17,68
16460,success,156,146,53,137
164611,success,74,77,35,66
16462,success,177,177,92,160
164707,success,159,170,82,160
164709,success,149,150,71,97
164976,success,102,154,76,109
165082,success,160,204,89,158
165198,success,243,318,113,240
165227,success,230,206,99,138
165251,success,184,137,67,101
165252,success,175,172,32,100
165293,success,176,151,112,177
165341,success,178,189,88,139
165402,success,372,386,154,326
165415,success,207,363,136,232
165432,success,201,382,81,224
165436,success,372,392,127,236
165439,success,102,104,47,85
165457,success,343,413,139,224
165537,success,273,318,120,217
165579,success,401,375,175,255
165580,success,346,355,175,287
165582,success,394,319,177,263
165585,success,355,347,171,230
165587,success,320,411,174,286
165607,success,208,238,102,196
165611,success,239,210,103,164
165612,success,169,304,152,231
165616,success,199,201,106,165
165970,success,343,335,105,274
165971,success,372,410,167,255
166018,success,153,185,88,126
166020,success,221,91,40,120
166092,success,113,136,30,86
166157,success,268,312,116,262
166188,success,263,339,146,244
166211,success,224,416,86,202
166221,success,176,390,75,320
166227,success,187,233,73,192
166234,success,198,429,75,217
166236,success,200,417,75,206
166254,success,232,406,75,218
166335,success,173,324,100,216
166338,success,135,238,90,178
166369,success,321,367,128,206
166370,success,396,361,169,245
166371,success,388,402,134,223
166378,success,112,91,67,140
166379,success,257,250,56,134
166425,success,173,211,103,132
166426,success,399,468,225,307
166427,success,350,383,214,354
166428,success,186,237,104,187
166430,success,340,436,193,270
166433,success,395,394,199,348
166458,success,140,130,70,114
166561,success,244,248,54,173
166666,success,150,169,63,101
166760,success,100,132,31,84
166825,success,50,169,50,95
167036,success,134,125,68,119
167099,success,195,166,99,139
167167,success,66,73,30,51
167223,success,211,133,38,89
167339,success,162,168,25,72
167346,success,297,255,132,184
167650,success,234,232,106,168
167656,success,291,300,136,235
167703,success,122,115,57,98
167706,success,179,143,106,136
167714,success,197,175,100,160
167715,success,302,266,137,237
16794,success,106,106,25,83
16796,success,68,64,31,58
168053,success,108,156,42,97
168064,success,72,134,30,94
168066,success,214,210,85,154
168067,success,128,133,63,116
168068,success,195,146,96,121
168246,success,116,128,35,116
168252,success,111,197,52,144
168272,success,159,165,47,142
168291,success,82,88,38,53
168294,success,224,187,105,177
168297,success,316,175,51,185
168298,success,136,200,103,146
168305,success,156,197,101,132
168317,success,156,181,93,131
168336,success,84,143,29,91
168401,success,122,80,24,62
168404,success,732,729,424,688
168454,success,104,111,53,85
168455,success,118,118,58,102
168456,success,198,176,79,99
168457,success,166,192,78,118
168507,success,373,399,128,225
168508,success,397,391,177,227
168517,success,64,73,19,68
168521,success,251,277,137,242
168533,success,145,82,43,111
168563,success,132,77,44,118
168686,success,126,82,84,135
168688,success,241,275,123,162
168698,success,221,249,130,198
168725,success,201,222,113,190
168730,success,453,298,125,231
168801,success,155,307,73,248
168842,success,204,349,96,245
168844,success,93,160,65,165
168847,success,285,264,137,237
16900,success,226,166,64,102
169120,success,131,93,43,68
169126,success,124,83,24,72
169180,success,383,410,129,246
169182,success,373,416,175,255
169191,success,346,393,170,227
169192,success,228,417,76,232
169195,success,164,375,131,279
169196,success,351,414,90,247
169197,success,348,358,125,230
169198,success,398,452,134,247
169199,success,383,398,167,252
169292,success,360,324,181,248
169293,success,352,399,171,232
169294,success,330,338,113,297
169300,success,356,363,181,338
169301,success,75,77,22,81
169325,success,121,82,27,70
169415,success,344,174,129,280
169418,success,194,254,135,234
169423,success,204,300,162,256
169427,success,244,465,147,220
169428,success,190,233,159,277
169450,success,362,232,102,187
169454,success,600,244,209,366
169455,success,355,829,130,405
169456,success,576,241,185,495
169458,success,651,265,160,362
169461,success,384,319,194,401
169566,success,308,338,160,253
169577,success,352,182,65,171
169586,success,479,231,154,230
169589,success,166,204,115,229
169715,success,145,142,68,119
16995,success,180,173,86,146
170023,success,308,199,81,136
170024,success,203,378,171,227
170026,success,152,155,42,92
170027,success,178,366,143,238
170029,success,184,329,120,228
170109,success,172,158,87,140
170111,success,147,179,79,109
170113,success,328,210,90,170
170114,success,216,274,118,157
170117,success,270,189,125,179
170122,success,371,397,105,245
170124,success,383,369,167,220
170144,success,176,402,149,228
170145,success,366,342,172,226
170155,success,312,375,170,307
170157,success,179,362,169,299
170162,success,348,364,169,219
170164,success,167,366,119,211
170167,success,333,377,163,227
170168,success,320,379,173,282
170185,success,192,245,97,158
170186,success,188,241,82,129
170187,success,375,140,88,168
170250,success,96,97,38,86
17028,success,158,191,50,144
170281,success,117,114,30,94
170284,success,109,107,37,87
170285,success,125,116,26,73
170292,success,385,377,172,235
170293,success,185,335,163,279
170294,success,175,356,121,226
170295,success,220,336,77,246
170307,success,290,314,167,290
170309,success,385,360,171,216
170317,success,345,374,147,326
170318,success,180,236,124,242
170321,success,336,347,169,313
170323,success,258,207,149,264
170325,success,226,335,72,223
170328,success,212,307,89,286
170330,success,294,362,115,270
170333,success,300,338,162,264
170335,success,183,176,91,128
170352,success,171,125,59,131
170372,success,272,186,62,117
170406,success,138,150,40,154
170411,success,155,166,40,142
170412,success,266,223,105,150
170414,success,214,210,108,187
170415,success,189,164,65,114
170416,success,259,274,101,162
170420,success,246,209,79,150
170423,success,256,110,66,121
170425,success,208,80,59,168
170435,success,188,150,40,174
170472,success,180,115,33,92
170482,success,259,185,46,126
170495,success,200,265,122,171
170498,success,262,234,109,154
170521,success,102,104,56,78
17053,success,232,234,40,129
170576,success,389,356,173,246
170639,success,100,122,48,102
170667,success,135,143,59,125
170698,success,340,386,172,266
170699,success,331,348,167,271
170732,success,170,189,84,141
170803,success,92,84,53,103
170806,success,99,161,29,107
170808,success,158,161,51,132
170908,success,236,174,40,127
170943,success,187,199,93,167
170945,success,144,167,57,144
171075,success,182,341,151,258
171076,success,284,435,116,202
171240,success,232,231,137,190
171306,success,394,285,95,229
171312,success,142,239,91,213
171369,success,194,139,46,119
171370,success,181,49,56,93
171407,success,163,73,38,83
171413,success,196,132,46,112
171427,success,141,86,38,103
171434,success,149,131,68,88
171447,success,139,108,47,112
171448,success,117,129,43,122
171451,success,216,211,147,221
171468,success,155,148,61,106
171469,success,191,150,40,91
171470,success,247,72,58,132
171472,success,182,81,49,94
171500,success,86,101,49,62
171553,success,194,125,31,93
171570,success,132,162,65,133
171621,success,124,235,46,127
171631,success,197,173,91,130
171719,success,265,258,112,158
171720,success,186,128,44,115
171723,success,673,302,133,280
17175,success,259,147,47,105
171807,success,207,304,125,173
171809,success,188,218,106,157
171877,success,95,167,51,158
17188,success,246,228,59,118
171887,success,100,209,42,128
17189,success,225,189,39,111
171890,success,187,225,64,109
171893,success,146,170,48,106
171940,success,141,56,37,118
171960,success,321,190,55,143
171962,success,124,122,42,79
171963,success,324,151,102,161
171964,success,255,101,59,181
171968,success,210,97,58,178
172129,success,153,144,68,108
172132,success,156,74,48,111
172187,success,233,175,58,113
172252,success,498,379,89,213
172425,success,139,190,87,160
172550,success,158,133,70,118
172556,success,157,176,79,108
172557,success,135,128,62,109
172559,success,89,153,54,113
172560,success,184,110,43,106
172561,success,109,102,41,93
172566,success,161,94,39,139
172567,success,138,117,29,98
172568,success,97,105,27,78
172569,success,149,197,85,112
172570,success,137,146,64,115
172572,success,218,107,70,117
172624,success,219,253,124,198
172626,success,231,260,123,215
172686,success,165,223,89,149
172699,success,117,143,64,83
172703,success,98,94,46,88
172724,success,197,115,38,146
17273,success,222,228,48,116
17274,success,211,194,38,102
17276,success,243,224,65,120
172994,success,141,180,78,122
172999,success,104,116,75,133
173000,success,117,213,59,166
173133,success,262,234,109,154
173192,success,197,154,84,163
173193,success,265,279,157,234
173194,success,304,307,154,282
173196,success,202,243,70,216
173197,success,191,308,149,273
173202,success,87,149,58,110
173203,success,87,157,54,121
173205,success,280,285,127,185
173207,success,121,329,85,216
173209,success,262,293,128,174
173277,success,148,207,71,160
173316,success,222,147,39,109
173319,success,196,127,31,88
17335,success,251,209,60,110
173361,success,210,119,84,123
173432,success,186,179,95,168
173442,success,150,42,34,60
173445,success,236,184,102,136
173456,success,167,246,112,158
173547,success,122,114,45,101
173587,success,107,89,38,122
173605,success,203,265,123,160
173623,success,277,257,124,169
173624,success,270,239,124,215
173671,success,104,106,49,83
173697,success,94,106,58,78
173724,success,313,330,150,256
173762,success,183,162,69,155
173779,success,175,127,88,181
174030,success,172,190,86,141
174040,success,648,312,98,391
174043,success,177,178,83,112
174045,success,154,114,41,130
17407,success,266,130,44,124
174140,success,113,52,29,80
174245,success,86,96,50,84
174254,success,150,149,50,135
174375,success,194,107,47,94
174570,success,165,167,84,129
174571,success,229,225,90,191
174577,success,286,116,80,163
174578,success,179,175,94,149
174579,success,141,150,67,142
174580,success,145,130,85,160
174640,success,179,164,86,106
174641,success,181,164,85,108
174643,success,148,158,69,148
174645,success,162,203,70,128
174774,success,139,270,52,167
174775,success,149,145,116,163
174782,success,242,117,65,207
174784,success,227,112,81,222
174785,success,99,73,40,119
174825,success,175,162,60,134
174826,success,176,175,78,164
174889,success,640,419,174,343
174890,success,642,458,166,388
174891,success,557,578,91,291
174892,success,581,649,155,336
174895,success,572,267,186,292
174896,success,226,149,37,126
174897,success,666,432,147,377
174900,success,612,434,103,268
174901,success,630,274,114,271
175031,success,112,116,58,72
175040,success,109,136,54,96
175047,success,112,103,32,67
175110,success,88,113,46,149
175113,success,121,131,39,128
175125,success,149,157,83,116
175206,success,204,234,72,177
17526,success,94,129,37,105
175275,success,157,182,90,126
175428,success,150,176,74,128
175468,success,189,164,65,114
175486,success,376,183,71,180
175506,success,184,196,99,179
175507,success,282,138,90,149
175535,success,178,144,85,109
175536,success,210,160,83,125
175538,success,162,167,83,104
175541,success,196,177,57,109
175583,success,93,103,30,68
175749,success,82,175,61,148
175753,success,148,127,59,107
175754,success,118,164,56,113
175915,success,220,208,102,183
175939,success,186,333,107,178
175952,success,277,339,74,205
175954,success,366,451,96,186
175955,success,282,365,111,179
175956,success,394,345,95,178
175965,success,483,1053,294,502
175966,success,365,315,97,169
175970,success,375,340,67,179
175974,success,376,325,70,182
176048,success,117,221,91,177
176159,success,182,229,103,149
176174,success,215,145,67,103
176226,success,92,94,46,73
176227,success,96,94,49,60
176228,success,78,112,34,75
176229,success,99,86,25,69
176231,success,88,92,44,77
176237,success,98,85,38,71
176251,success,128,110,46,77
176311,success,165,187,87,111
176449,success,98,104,46,69
176486,success,197,202,96,173
176523,success,196,237,69,178
176570,success,325,257,132,208
176723,success,217,223,110,188
176725,success,88,86,23,89
176778,success,116,128,61,75
176783,success,120,85,46,87
176827,success,186,202,94,162
176832,success,211,109,64,115
177016,success,304,313,150,197
177017,success,327,351,158,208
177019,success,156,188,88,154
177026,success,128,120,53,106
177067,success,198,213,57,157
17718,success,159,231,78,153
177211,success,186,141,83,154
177256,success,365,318,194,349
177267,success,69,78,24,68
177268,success,210,254,106,184
177269,success,287,215,52,129
177270,success,361,235,64,175
177271,success,344,270,97,169
177272,success,591,353,193,308
177275,success,56,56,16,46
177284,success,115,34,27,53
177286,success,34,109,29,54
177287,success,124,80,23,68
177331,success,162,161,85,119
177333,success,412,344,189,301
177361,success,68,66,16,54
177362,success,80,115,59,151
177496,success,179,220,103,162
177522,success,191,190,92,171
177553,success,78,160,37,139
177756,success,166,188,92,179
178072,success,187,90,50,97
178097,success,194,371,58,159
178175,success,126,100,38,78
178177,success,152,122,49,106
178241,success,120,141,80,122
178242,success,232,261,122,171
17833,success,175,194,89,159
178372,success,261,167,59,146
178446,success,140,102,25,88
178447,success,158,94,25,84
178504,success,134,213,90,152
178793,success,183,127,61,83
178813,success,211,212,106,158
178825,success,118,136,66,122
179053,success,214,248,104,148
179054,success,186,207,78,159
179269,success,124,92,46,110
179332,success,233,290,113,174
179333,success,145,260,56,219
179389,success,592,265,177,312
179575,success,103,198,25,107
179598,success,91,102,26,63
17964,success,228,199,61,108
179795,success,171,147,86,155
179821,success,139,184,89,118
179828,success,169,175,77,147
179955,success,181,224,84,134
179979,success,159,274,104,191
180008,success,165,188,99,163
180009,success,273,171,60,128
180010,success,238,244,60,127
180012,success,166,156,85,129
180051,success,197,386,104,325
180146,success,118,97,78,111
180223,success,290,358,162,221
180236,success,114,184,37,109
180239,success,150,120,32,87
180240,success,121,102,66,129
180245,success,110,118,45,70
180248,success,94,95,27,81
180249,success,169,159,72,147
180251,success,210,148,65,114
180268,success,110,132,47,119
180337,success,586,254,160,330
180594,success,114,110,38,90
180714,success,103,112,54,90
180717,success,152,108,40,82
180922,success,239,159,78,129
180924,success,94,115,56,70
180940,success,75,62,28,77
181011,success,239,150,54,111
181015,success,163,114,38,77
181016,success,88,96,43,77
181170,success,322,280,154,259
181171,success,104,128,42,97
181176,success,471,322,94,218
181203,success,281,309,149,218
181213,success,185,131,30,82
181334,success,162,124,65,124
181444,success,151,162,85,114
181450,success,162,153,130,170
181486,success,323,258,90,178
181602,success,112,118,37,106
181634,success,103,100,30,88
181683,success,186,333,71,288
181742,success,84,61,46,83
181754,success,292,398,134,253
181829,success,183,217,98,193
181830,success,136,112,29,73
181865,success,117,154,66,96
181866,success,308,378,174,257
181878,success,124,98,22,69
181880,success,100,104,34,104
181931,success,155,146,66,93
181956,success,146,85,48,150
182095,success,357,943,170,367
182336,success,254,199,67,113
182476,success,151,94,34,87
182478,success,98,83,40,63
182482,success,134,38,32,60
182529,success,135,171,81,123
182832,success,181,198,94,135
182871,success,114,123,41,107
182873,success,47,171,44,92
182874,success,154,155,65,85
182878,success,136,142,63,113
182885,success,53,51,40,84
182888,success,154,148,64,111
182889,success,148,135,66,84
182890,success,125,120,63,101
182893,success,85,114,49,93
182895,success,185,129,76,98
182907,success,107,120,65,99
182909,success,132,123,66,101
182913,success,94,105,48,67
182924,success,43,39,31,66
182929,success,39,41,31,56
182936,success,40,43,31,66
182939,success,110,102,49,66
182940,success,182,71,48,87
182943,success,114,59,51,130
182948,success,71,124,26,104
182953,success,66,42,25,65
182960,success,116,110,50,70
182962,success,118,113,49,62
182967,success,115,98,51,75
182968,success,100,103,48,69
182971,success,104,98,50,85
182972,success,99,103,49,90
182973,success,113,119,54,68
182974,success,102,106,44,80
182975,success,93,106,51,74
182976,success,117,104,53,72
182977,success,114,95,47,94
182983,success,112,118,53,80
182987,success,103,104,51,87
182989,success,39,41,31,56
182992,success,119,116,53,75
182997,success,182,193,85,145
182998,success,112,116,51,83
183003,success,44,45,33,61
183006,success,110,106,47,89
183023,success,78,59,21,57
183033,success,130,122,52,87
183078,success,83,177,39,87
183094,success,90,111,32,65
183102,success,161,75,57,113
183134,success,141,141,56,129
183231,success,153,133,52,128
183290,success,122,114,53,74
183291,success,76,61,21,70
183293,success,108,104,51,75
183294,success,51,49,17,39
183444,success,246,224,104,189
183488,success,165,218,95,268
183496,success,334,352,219,455
183503,success,600,244,209,366
183504,success,147,171,89,136
183514,success,355,829,130,405
183515,success,576,241,185,495
183545,success,105,180,77,156
183627,success,127,238,52,209
183635,success,84,102,50,62
183739,success,174,182,79,152
183752,success,183,151,90,159
183794,success,117,104,60,132
183898,success,110,124,53,70
183907,success,110,114,57,99
18392,success,333,224,81,140
183979,success,229,275,105,203
183986,success,97,110,58,76
184046,success,95,198,64,122
184083,success,132,106,46,80
184102,success,138,116,49,100
184112,success,71,205,55,93
184139,success,136,142,63,113
184189,success,155,102,36,109
184216,success,189,179,80,109
184244,success,127,120,61,103
184279,success,274,153,47,144
184305,success,186,83,73,138
184309,success,179,149,76,96
184314,success,176,167,76,120
184317,success,148,124,51,127
184322,success,127,122,54,117
184407,success,120,92,46,73
184425,success,277,347,145,300
184442,success,94,103,34,87
184443,success,317,346,161,225
184447,success,286,316,142,224
184590,success,156,195,81,126
184692,success,105,86,24,75
184694,success,370,350,168,267
184697,success,335,415,158,211
184702,success,460,186,119,225
184703,success,288,321,156,264
184714,success,206,477,76,216
184715,success,322,404,156,285
184717,success,299,385,132,308
184718,success,304,209,96,224
184777,success,118,140,56,79
184779,success,71,58,25,76
184783,success,92,68,40,72
184786,success,96,65,28,74
184812,success,192,249,158,274
184820,success,361,316,142,234
184827,success,209,139,49,122
184834,success,354,350,168,308
184836,success,315,336,148,214
184837,success,191,305,149,302
184851,success,72,68,24,64
184858,success,108,114,48,94
184920,success,91,178,40,118
184956,success,444,316,126,251
184981,success,115,106,56,98
185037,success,108,111,48,89
185087,success,166,138,53,132
185230,success,158,92,32,103
185255,success,123,145,65,102
185257,success,381,329,176,358
185265,success,398,348,207,371
185269,success,318,378,181,310
185270,success,821,792,379,747
185271,success,232,265,125,247
185294,success,99,41,25,61
185337,success,102,94,38,78
185422,success,160,160,78,138
185423,success,162,193,71,109
185437,success,107,188,45,128
185486,success,153,171,100,176
185575,success,769,762,213,438
18574,success,142,157,78,135
18575,success,97,195,80,132
185769,success,68,165,52,115
185786,success,80,82,23,84
185787,success,136,138,66,118
185788,success,149,130,62,114
185789,success,139,131,66,111
185792,success,154,125,57,122
185793,success,149,137,44,90
185795,success,157,123,59,84
185825,success,235,165,52,110
185835,success,123,145,65,102
185925,success,111,97,67,124
185961,success,133,152,62,89
185966,success,141,145,65,82
185967,success,80,80,34,81
185976,success,120,123,56,80
185978,success,113,114,54,86
185979,success,134,116,58,117
186022,success,150,130,38,87
186024,success,150,112,39,71
186029,success,170,110,47,87
186054,success,192,248,77,161
186174,success,85,120,29,83
186221,success,100,115,56,76
186222,success,384,143,90,167
186299,success,648,456,136,487
186302,success,784,319,195,353
186304,success,161,172,79,127
186516,success,130,120,57,77
186530,success,131,172,52,139
186551,success,139,275,62,171
186570,success,75,126,27,88
186581,success,150,129,57,79
186584,success,153,148,64,85
186591,success,161,142,57,131
18661,success,258,213,86,225
18664,success,210,226,78,228
186678,success,77,55,28,93
18668,success,201,367,113,202
186697,success,72,224,54,116
186698,success,121,82,41,127
18671,success,190,393,76,231
18673,success,187,334,148,217
18674,success,349,333,166,255
18675,success,217,234,101,241
186820,success,234,74,55,115
186836,success,248,184,57,129
186843,success,113,126,65,83
186854,success,155,144,59,86
186877,success,139,113,70,89
186922,success,126,129,56,75
18712,success,138,153,69,118
18716,success,106,120,53,94
187186,success,63,176,56,113
187258,success,135,148,70,87
187259,success,136,160,69,91
187274,success,125,204,67,127
187275,success,131,187,40,132
187276,success,195,243,116,168
187301,success,143,120,53,101
187303,success,158,144,62,103
187306,success,141,156,63,132
187333,success,183,118,36,94
187371,success,131,158,67,128
187389,success,87,98,70,100
187421,success,94,64,61,114
187451,success,186,121,48,111
187454,success,207,178,43,92
187459,success,132,135,70,127
187465,success,137,141,71,122
187527,success,144,140,68,122
187592,success,73,74,20,70
187664,success,124,99,45,112
187673,success,114,151,67,97
187675,success,235,184,60,120
187679,success,102,102,38,87
187740,success,118,115,54,67
187791,success,115,211,66,132
187896,success,132,146,69,134
188068,success,140,155,65,136
188089,success,159,206,101,138
188129,success,121,179,80,133
188131,success,118,209,105,146
188134,success,140,192,70,140
188135,success,85,167,73,173
188197,success,189,155,79,138
188287,success,234,208,100,156
188308,success,187,135,95,202
188345,success,242,269,138,198
188492,success,268,241,191,270
188493,success,311,335,103,238
188520,success,255,291,137,196
188523,success,204,257,106,159
188564,success,146,116,58,83
188571,success,136,72,24,71
188606,success,328,294,164,282
188619,success,322,387,159,214
188625,success,657,367,137,302
188627,success,194,217,105,184
188658,success,243,255,118,166
188660,success,127,125,69,127
18878,success,138,168,80,118
18879,success,53,54,23,44
188957,success,170,120,58,97
188976,success,165,177,75,144
189180,success,250,192,62,126
189233,success,146,142,66,118
189243,success,130,154,66,90
189247,success,128,151,70,119
189265,success,164,193,90,145
189427,success,260,265,132,215
189452,success,272,260,125,204
189467,success,151,146,65,85
189499,success,214,240,80,227
189500,success,131,114,40,96
189514,success,85,71,48,80
189575,success,141,138,32,123
189635,success,121,95,29,98
189658,success,256,170,51,147
189682,success,82,150,41,87
189709,success,179,167,79,131
189713,success,246,156,36,124
189714,success,134,154,71,137
189717,success,235,192,134,218
189745,success,153,170,89,137
189747,success,148,81,42,96
189756,success,234,95,69,103
189773,success,234,147,55,135
189789,success,98,86,28,89
189798,success,116,65,48,81
189804,success,152,144,62,138
189806,success,135,121,61,151
189811,success,153,141,66,101
189815,success,78,122,38,92
189818,success,119,135,64,92
189825,success,81,134,50,100
189828,success,76,117,24,78
189851,success,121,224,78,135
189959,success,162,146,67,187
189960,success,104,57,42,118
189963,success,193,71,51,118
189972,success,190,46,74,103
190018,success,98,86,28,89
190031,success,333,431,166,302
190037,success,324,453,211,281
190074,success,122,136,72,99
190149,success,394,436,190,385
190197,success,95,121,37,88
190202,success,129,166,110,201
190461,success,148,150,75,129
190499,success,111,88,29,105
190506,success,135,128,72,133
190512,success,173,72,39,75
190578,success,149,100,54,73
190579,success,115,90,48,84
190625,success,148,155,64,141
190636,success,241,120,144,334
190679,success,174,161,77,118
190681,success,136,105,37,129
190682,success,106,105,70,105
190698,success,322,326,141,186
190702,success,192,184,44,113
190706,success,188,200,74,160
190709,success,95,171,56,119
190732,success,98,197,43,140
190735,success,130,161,39,121
190738,success,70,179,53,132
190751,success,110,146,41,140
190755,success,174,180,81,135
190788,success,124,184,39,138
190789,success,98,207,45,124
190836,success,233,134,66,173
190839,success,218,113,76,196
190854,success,99,202,74,116
190883,success,221,96,96,205
190942,success,88,113,39,92
190989,success,94,86,41,64
190995,success,152,152,46,127
191008,success,89,83,55,100
191070,success,834,637,229,378
19114,success,76,75,37,58
19126,success,41,37,29,68
191307,success,166,396,117,317
191339,success,243,157,165,230
19143,success,111,50,30,68
191577,success,253,142,45,139
191578,success,250,124,54,131
191581,success,239,113,42,137
191582,success,225,121,53,139
191589,success,180,104,41,163
191591,success,141,98,51,141
191594,success,123,197,46,174
191604,success,201,213,80,169
191736,success,219,229,121,233
191738,success,175,329,116,175
191781,success,171,173,86,170
191784,success,156,183,84,160
191786,success,164,186,90,156
191793,success,171,194,85,173
191800,success,154,199,81,135
191835,success,367,142,59,193
191852,success,355,458,112,320
191866,success,170,177,90,132
191868,success,153,204,91,141
191885,success,181,158,79,118
191969,success,96,94,42,68
191983,success,130,203,33,118
191985,success,572,547,103,301
191998,success,150,159,76,132
192200,success,114,114,55,94
192203,success,111,110,54,85
192206,success,125,147,68,95
192261,success,94,94,34,88
192262,success,82,72,31,84
192264,success,98,105,44,86
192380,success,150,110,32,73
192381,success,201,189,89,150
192457,success,134,109,63,111
192469,success,110,138,52,95
192470,success,143,146,63,99
192482,success,152,129,64,84
192484,success,180,147,49,91
192506,success,152,65,50,112
192508,success,171,135,27,104
192510,success,171,125,30,81
192515,success,167,151,66,115
192532,success,167,94,34,80
192563,success,177,78,50,80
192564,success,160,126,57,81
192582,success,110,147,73,94
192783,success,139,136,66,119
192785,success,229,188,94,160
192791,success,146,135,36,119
192793,success,110,104,58,85
192819,success,96,119,42,115
192826,success,181,99,35,83
192851,success,136,117,60,89
192969,success,113,201,98,129
19301,success,101,109,33,93
19302,success,79,76,18,66
193145,success,169,120,49,80
193147,success,108,108,58,128
193148,success,190,182,73,161
193149,success,212,91,54,103
193150,success,266,238,67,140
193151,success,192,182,90,138
193154,success,195,187,92,117
193155,success,199,192,90,126
193157,success,100,169,39,110
193159,success,126,170,39,123
193163,success,181,196,86,158
193164,success,217,206,104,155
193193,success,215,253,109,197
193194,success,124,290,81,233
193268,success,248,251,124,231
193270,success,216,286,127,193
193273,success,151,293,124,232
193277,success,259,260,130,232
193282,success,255,262,115,232
193305,success,138,106,50,77
193324,success,232,261,98,157
193328,success,422,185,101,244
193331,success,168,141,126,161
193333,success,160,267,110,198
193346,success,210,283,120,166
193353,success,192,272,120,168
193354,success,400,266,116,236
193359,success,223,279,124,212
193361,success,234,274,125,154
193367,success,215,270,129,180
193373,success,240,285,127,201
193376,success,255,267,87,239
193378,success,376,278,72,161
193380,success,163,264,128,168
193433,success,158,112,40,68
193470,success,275,193,43,158
