img_id,representative_img_id,pg_id,blood,blood_id,blood_name,member_count
428945,428945,2015-08-0204991,乔斯佛卡门*霍夫肯,2003-08-187221|2004-08-130921|2012-08-023070|2013-08-147619|B10-6052078|B11-6282347,乔斯佛卡门*霍夫肯,1
428958,428958,2015-08-0204998,乔斯佛卡门,2013-08-147667|B10-6052078|B11-6282347|B12-6196367|B12-6196465,乔斯佛卡门,1
563473,563473,2015-08-0205020,戈马利,1983-2350199|1987-4021090|1990-2553359|1992-2027778|1992-2198344|1993-2132123|1998-2061202|2000-2117091|2005-2143049|2013-08-281930|2015-08-0080390|2015-08-0082805|2015-08-0084711|2015-08-0200812|2015-08-0200814|2015-08-0200860|2015-08-0201570|2015-08-0205020|B1983-2350020|B1992-2198177|B1992-6337535|B1994-2061350|B1997-2076286|B2000-2117363|B2005-2142658,戈马利,1
576490,576490,2015-08-0239333,100%乔斯托内拿破仑,2010-08-011991|2011-08-116860|2012-08-031841|2012-08-031842|2012-08-092841|B04-5206815,100%乔斯托内拿破仑,1
576063,576063,2015-08-0239334,100%乔斯托内拿破仑,2010-08-011991|2011-08-116860|2012-08-031841|2012-08-031842|2012-08-092841|B04-5206815,100%乔斯托内拿破仑,1
576062,576062,2015-08-0239439,100%乔斯托内拿破仑,2010-08-011991|2011-08-116860|2012-08-031841|2012-08-031842|2012-08-092841|B04-5206815,100%乔斯托内拿破仑,1
576213,576213,2015-08-0239444,100%乔斯托内拿破仑,B04-5206815,100%乔斯托内拿破仑,1
576491,576491,2015-08-0239445,100%乔斯托内拿破仑,2010-08-011991|2011-08-116860|2012-08-031841|2012-08-031842|2012-08-092841|B04-5206815,100%乔斯托内拿破仑,1
576214,576214,2015-08-0239513,100%乔斯托内拿破仑,B04-5206815,100%乔斯托内拿破仑,1
576060,576060,2015-08-0239551,100%乔斯托内拿破仑,2010-08-011991|2011-08-116860|2012-08-031841|2012-08-031842|2012-08-092841|B04-5206815,100%乔斯托内拿破仑,1
576061,576061,2015-08-0239552,100%乔斯托内拿破仑,2010-08-011991|2011-08-116860|2012-08-031841|2012-08-031842|2012-08-092841|B04-5206815,100%乔斯托内拿破仑,1
558814,558814,2015-08-0280008,,2011-08-008406|2018-08-03800592018|B2014-3067293,,1
684347,684347,2015-08-0288861,瓦特詹森,2018-08-0110053|2018-08-0380016|2018-08-0390536|2018-08-0400966|2019-08-0106190|2019-08-0402504,瓦特詹森,1
616515,616515,2015-08-0288883,,2015-08-0288883|2018-08-0110071|2018-08-0234558|2019-08-0106164|2019-08-0370953|N2005-1393354|N2005-1393382,,1
684348,684348,2015-08-0288888,佛科克,2006-08-160201|2006-08-160341|2018-08-0110066|2019-08-0028806|2019-08-0502238,佛科克,1
677273,677273,2015-08-0385743,年轻机关枪配博克斯曼皇图金母,2005-01-220102|N2005-5525642,年轻机关枪配博克斯曼皇图金母,1
628437,628437,2015-08-0386998,大将军直孙,2004-01-161681|2013-01-870668,大将军直孙,1
122909,122909,2015-08-0390798,速霸龙.双关鸽王总冠军,2015-08-0390798,速霸龙.双关鸽王总冠军,1
560987,560987,2015-08-0395030雄,速霸龙X盖比.三关鸽王总冠军,2013-08-316151|2015-08-0395030|B07-4378473,速霸龙X盖比.三关鸽王总冠军,1
65567,65567,2015-08-0395051,华隆公棚500公里决赛51名,12-02-435624|2015-08-0395051,华隆公棚500公里决赛51名,1
78077,78077,2015-08-0395104,黑龙江永隆公棚决赛90名,12-02-435624|2015-08-0395104,黑龙江永隆公棚决赛90名,1
90656,90656,2015-08-0395111,速霸龙X盖比.公鹏决赛23名,2013-08-316151|2015-08-0395111|B07-4378473,速霸龙X盖比.公鹏决赛23名,1
65629,65629,2015-08-0395262,奥林匹克03直子X奥林匹克03直女,2015-08-0395262|B01-6455003|B07-6379896|B07-6399399|B95-6302321|B98-6160968,奥林匹克03直子X奥林匹克03直女,1
118176,118176,2015-08-0395317,吉林克斯白头席维斯特直子X桑杰士,2014-278024|2015-08-0395317|B08-6259143|B09-2130270|B10-6143265,吉林克斯白头席维斯特直子X桑杰士,1
436708,436708,2015-08-0416013,老鹰回血,02-03-063333|07-08-053333|09-08-130160|11-08-157777|12-08-089210|15-08-0416013|B04-2063085|B08-2197502|N01-1208963|N04-1446650|N05-1446650|N93-1853021|N97-2329146,老鹰回血,1
514240,514240,2015-08-0425410,电脑戈马力,0455-7563555|2014-08-168888|2014-08-180089|2015-08-0030008|2015-08-0030009|2015-08-0030176|2015-08-0030177|2015-08-0030180|B00-2117064|B04-2194047|B04-2194090|B04-2194143|B05-2143027|B05-2143080|B07-2055171|B10-2045207|B10-2045471|BLG2008-2234326|BLG2012-2061132,电脑戈马力,1
514192,514192,2015-08-0426001,电脑戈马力,0455-7563555|2014-08-168888|2014-08-180089|2015-08-0030008|2015-08-0030009|2015-08-0030176|2015-08-0030177|2015-08-0030180|2016-08-0485069|B00-2117064|B04-2194047|B04-2194090|B04-2194143|B05-2143027|B05-2143080|B07-2055171|B10-2045207|B10-2045471|BLG2008-2234326|BLG2012-2061132,电脑戈马力,1
514236,514236,2015-08-0426002,电脑戈马力,0455-7563555|2014-08-168888|2014-08-180089|2015-08-0030008|2015-08-0030009|2015-08-0030176|2015-08-0030177|2015-08-0030180|B00-2117064|B04-2194047|B04-2194090|B04-2194143|B05-2143027|B05-2143080|B07-2055171|B10-2045207|B10-2045471|BLG2008-2234326|BLG2012-2061132,电脑戈马力,1
514363,514363,2015-08-0426082,电脑戈马力X速霸龙,0455-7563555|2008-2234304|2013-08-228088|2014-08-168032|2014-08-168033|2014-08-168043|2014-08-173043|2014-08-180110|B01-2137150|B2008-2234352|B83-2350199|B87-4021090|B88-4093399|B90-2553359|B92-2198025|B94-2061168,电脑戈马力X速霸龙,1
480007,480007,2015-08-0427412,电脑戈马力,0455-7563555|2013-08-031307|2013-08-031308|2013-08-032016|2013-08-032109|2013-08-034569|2013-08-034576|2013-08-050537|2013-08-050538|2013-08-050539|2013-08-050544|2013-08-050545|2013-08-076675|2013-08-174569|2013-08-174570|2013-08-174576|2014-08-168034|2014-08-168035|2014-08-168039|2014-08-168886|2014-08-180092|2014-08-180095|2014-08-180102|2014-08-180110|2014-08-180113|B00-2117363|B93-2350020|B94-2061350|BLG2004-2194083,电脑戈马力,1
446528,446528,2015-08-0429669,东方不败,02-03-063333|07-03-333331|2015-08-0429669|97-03-128141|BLG00-4396479,东方不败,1
401083,401083,2015-08-0442769,【詹森麦克斯】,2008-08-225914|2012-08-44866612|2015-08-0442769,【詹森麦克斯】,1
551689,551689,2015-09-0048112,,07-03-015984|2010-09-406237|2011-09-500077|2011-10-521167|2013-09-524039|2015-09-0048112|B98-4184798|B99-2017712,,1
541204,541204,2015-09-0177147,詹森,2014-15-368887,詹森,1
541206,541206,2015-09-0189686,詹森,2014-15-368887,詹森,1
541209,541209,2015-09-0189688,詹森,2014-15-368887,詹森,1
441065,441065,2015-09-0245826,,00-10-020095|00-10-020467|02-10-665509|03-09-019855|03-09-213597|04-09-244701|2007-09-316593|2009-09-007270|2015-09-0245826|98-10-538799|98-10-539145|99-10-077594|99-10-139096|B95-2363131|B96-6086064|N91-1122331,,1
586522,586522,2015-10-0512236,苍白,01-10-128019|04-10-201947|05-09-002442|06-10-060839|07-10-408311|07-10-595555,苍白,1
675411,675411,2015-11-0036111,速度王回血直女,01-26-130415|13-11-158791|13-11-158792,速度王回血直女,1
674926,674926,2015-11-0207818,速度王父女近血,13-11-158791|2001-26-130415|2013-11-158792,速度王父女近血,1
674925,674925,2015-11-0207900,速度王父女近血,13-11-158791|2001-26-130415|2013-11-158792,速度王父女近血,1
649387,649387,2015-11-0262668,桑杰士配宝马优德,07-11-076292|2015-11-0262668|N02-1812373|N04-0442747|N05-0534554|N07-3734931|N08-3828808|N09-1332442|N09-1332456|N10-1728686|N11-1782244|N98-9848157,桑杰士配宝马优德,1
444250,444250,2015-11-0666608,,07-11-035235|09-11-214627,,1
444243,444243,2015-11-0666612,,07-11-035235|09-11-214627,,1
659797,659797,2015-118268,林波尔荷兰*电脑年轻巴龙,2005-006347|2011-32-368211|2011-32-368881|2013-32-628832,林波尔荷兰*电脑年轻巴龙,1
659792,659792,2015-118408,林波尔荷兰王子*电脑戈马力巴龙,2008-32-337744|2012-32-1231732,林波尔荷兰王子*电脑戈马力巴龙,1
463237,463237,2015-12-0138825,乔斯、佛卡门X智者869,2010-10-554184|B12-6196325,乔斯、佛卡门X智者869,1
430518,430518,2015-12-0388817,,2015-12-0388817,,1
460348,460348,2015-12-0388828,,2015-12-0388828|2015-12-0486003,,1
387137,387137,2015-12-0486045,雷腾兄弟*波诺特.安东尼,2014-12-350010|2015-12-0486045|2016-12-0304431|2016-12-0304453|2016-12-0304454|2016-12-0304465,雷腾兄弟*波诺特.安东尼,2
321288,321288,2015-12-3007235,本舍主力种鸽,2014-12-350010|2015-12-0486045|2015-12-3007235|2016-12-0304431|2016-12-0304453|2016-12-0304454|2016-12-0304465,本舍主力种鸽,1
522643,522643,2015-13-0098896,电脑.戈马力,2007-10-411925|2008-09-104137|2009-2054048|2012-2061173|2012-32-198516|2014-13-029931,电脑.戈马力,1
592008,592008,2015-13-100257,,2013-100089|2014-300995|2014-666541,,1
482392,482392,2015-15-0003585,戈马利008贝隆,2009-15-076375|2010-15-056636|2011-15-096639|B02-2214263|N2008-1877291,戈马利008贝隆,1
428293,428293,2015-15-0003587,波西瓦,09-15-034925|2007-15-051056|D06-02065-316|N01-5150269|N04-2061987|N05-2201711,波西瓦,1
428295,428295,2015-15-0003591,天一苏霸龙,2005-10-596060|2012-15-295124|B00-2202720|B02-2214263|B2000-4065888|N04-2062317,天一苏霸龙,1
657360,657360,2015-15-0006196,马利斯圭多,2004-15-000997|2005-15-181058|2007-15-016892|2013-15-167426,马利斯圭多,1
671676,671676,2015-15-0009996,彼得米卫高辈分近血,2016-15-0140997,彼得米卫高辈分近血,1
585470,585470,2015-15-0038861,奶酪,B11-6119040|B12-6307290,奶酪,1
557386,557386,2015-15-0057666,圭多,05-15-181058|07-15-016892|2005-15-181058|2007-15-016892,圭多,2
561424,561424,2015-15-0057667,圭多,05-15-181058|07-15-016892|07-15-0168920,圭多,2
561785,561785,2015-15-0057990,圭多,04-15-000997|07-15-016892,圭多,1
561786,561786,2015-15-0058058,圭多,05-15-181058,圭多,1
561427,561427,2015-15-0058111,圭多,05-15-180763|05-15-196902,圭多,1
557395,557395,2015-15-0058198,圭多,2005-15-196902,圭多,1
434396,434396,2015-15-0062134,桑杰士,2009-15-224132|2012-12-300140,桑杰士,1
664095,664095,2015-15-0064798,胡本近亲,B2009-6358277|B2010-6558079|BLG1998-6210287|BLG1998-6210293|BLG2003-6266374,胡本近亲,1
621347,621347,2015-15-0084444,克拉克X盖比,2014-15-407444|B2010-6065502,克拉克X盖比,1
677496,677496,2015-15-0123043,凡布利安娜,B61-3068902,凡布利安娜,1
485718,485718,2015-15-0124623,玉麒麟,2015-15-0124623,玉麒麟,1
646207,646207,2015-15-0125705,凡布利安娜,B61-3068902,凡布利安娜,1
661866,661866,2015-15-0138677,林波尔,2013-32-771093|2014-32-661114|N89-1343748|N90-2579999|N91-2274764|N91-2274772|N91-2274788|N92-1222511|N92-1222512|N93-2724042|N93-2724048|N94-7009665|N95-1965708|N96-2293228,林波尔,1
456432,456432,2015-15-0138788,福雷迪.范西,2010-02-401737|2014-32-661111|B01-4383206|B01-4383337|B04-4277026|B04-4277050|B04-4277488|B07-4093286|B08-4095174|B13-4050525|B91-4261261|B94-4421875|N98-1279335|N98-1326935,福雷迪.范西,1
541207,541207,2015-15-0146617,詹森,2014-15-368887,詹森,1
541205,541205,2015-15-0149887,詹森,2014-15-368887,詹森,1
608402,608402,2015-15-0169661,詹森,2008-32-292442|2012-32-887885,詹森,1
456572,456572,2015-15-0185513,速霸龙,2008-32-292442|2011-02-002503|2012-15-521322|2014-15-158123,速霸龙,1
483744,483744,2015-15-0185516,詹森,2009-15-108100,詹森,1
608405,608405,2015-15-0185551,詹森,2005-02-385205|2007-15-115939|2013-03-490255|B89-6150123|B94-6668861|B97-6592452,詹森,1
644833,644833,2015-15-0185556,詹森,2005-02-385205|2007-15-115939|2013-03-490255|B89-6150123|B94-6668861|B97-6592452,詹森,1
645046,645046,2015-15-0185558,詹森,04-02-130747|B01-6366746|B87-6337115|B92-6162729|B93-6440306|B93-6440307|B94-6261321|B95-6274305|B95-6274320|B95-6639248|B96-6376126,詹森,1
644496,644496,2015-15-0185559,詹森,2004-15-0427|2004-267277|2007-15-115907|2011-01-803380,詹森,1
541208,541208,2015-15-0188817,詹森,2014-15-368887,詹森,1
423001,423001,2015-15-0191212,林波尔,1998-1279297|1998-1279298|2003-32-005758|2004-15-149610|2011-06-196669|2013-32-398761|N1998-1279298|N89-1343748|N90-2579999|N91-2274764|N91-2274772|N91-2274788|N92-1222511|N92-1222512|N93-2724042|N93-2724048|N94-7009665|N95-1965708|N96-2293228,林波尔,1
646200,646200,2015-15-0201775,凡布利安娜,B61-3068902,凡布利安娜,1
666287,666287,2015-15-0209300,凡布利安娜,B61-3068902,凡布利安娜,1
666450,666450,2015-15-0212050,凡代克,B95-6246005,凡代克,1
452705,452705,2015-15-0417229,詹森老黄眼,2011-15-096639|B02-2214263|N04-1377214|N05-1923589|N2006-1584517|N2008-1877291,詹森老黄眼,1
428306,428306,2015-15-0417250,詹森*贝隆,2009-15-010859|2009-15-076375|B02-2214263|N04-1908737|N05-1252303|N92-2768999,詹森*贝隆,1
452647,452647,2015-15-0464052,贝隆,2008-15-071976|2009-15-076399|B02-2214263|B07-6282484|D06-02065-316,贝隆,1
428307,428307,2015-15-0464055,波西瓦*贝隆,2008-15-076558|2011-15-174064|D06-02065-316|N2002-5236775,波西瓦*贝隆,1
482396,482396,2015-15-0474966,菲戈回血,2007-15-050126|2009-15-076397|2009-15-267914|2010-15-088565|N04-2061951,菲戈回血,1
482403,482403,2015-15-0474989,胡本*胡本,2011-15-266970|B05-6166520|B06-6188495|B95-6230758|BLG2004-6276731|BLG2004-6276749,胡本*胡本,1
452715,452715,2015-15-0474999,瓦特血统,B05-6085500|N04-2062317,瓦特血统,1
482404,482404,2015-15-0475010,电脑菲戈,2007-15-051056|2008-15-043954|2009-15-076375|2010-15-056639|B02-2214263|N2004-261951,电脑菲戈,1
448522,448522,2015-15-0475020,速霸龙,2005-10-596060|2012-15-295124|B00-2202720|B02-2214263|B2000-4065888|N04-2062317,速霸龙,1
482406,482406,2015-15-0475032,马克罗森斯*波西瓦,2006-10-006021|2009-32-332856|2010-15-056636|2011-15-314307|2015-15-0475032|B06-6188495|N05-2209736,马克罗森斯*波西瓦,1
482407,482407,2015-15-0475054,电脑菲戈,2007-15-051056|2008-15-043954|2009-15-076375|2010-15-056639|B02-2214263|N2004-261951,电脑菲戈,1
482409,482409,2015-15-0475093,戈马利008贝隆,2009-15-076375|2009-15-079429|2009-15-268566|B02-2214263|B06-6188495|B07-4093462,戈马利008贝隆,1
452653,452653,2015-15-0475097,詹森,2011-15-096639|B02-2214263|N04-1377214|N05-1923589|N2006-1584517|N2008-1877291,詹森,1
452654,452654,2015-15-0475098,008贝隆*波西瓦菲戈,2009-15-076375|2009-15-267935|2010-15-088566|B02-2214263|N2004-261951|N2008-1877291,008贝隆*波西瓦菲戈,1
651231,651231,2015-15-0478881,葛斯顿·范德瓦尔,2015-15-0478881|B07-6033110|B08-6177698|B08-6177699|B08-6259169|B2009-6111599|B98-6335690,葛斯顿·范德瓦尔,1
645861,645861,2015-15-0668471,林波尔,N04-2220777,林波尔,1
457311,457311,2015-15-1800951,,2012-110066|B10-6558079,,1
614000,614000,2015-15-1866937,凡布利安娜,B61-3068902,凡布利安娜,1
645637,645637,2015-15-208214,凡布利安娜,B61-3068902,凡布利安娜,1
575023,575023,2015-15-5165019,艾米尔.丹尼斯*铁血红帅,BLG2009-3009742,艾米尔.丹尼斯*铁血红帅,2
590096,590096,2015-16-0102383-083雌,银河系,2001-16-003884|2002-16-015392|2002-16-022568|2002-16-044569|2002-16-062831|2003-22-139528|2003-26-9070|2004-04-437764|2006-16-018204|2006-24-190714|2006-24-261876|2006-24-261878|2008-16-006840|2008-16-008151|2009-11-004714|2009-16-054542|2009-16-054543|2009-16-054555|2010-04-484551|2010-16-053126|2011-01-465905|2011-13-042383|2011-16-034576|2011-23-355718|2015-32-0764524,银河系,1
588274,588274,2015-16-0102389-089,银河系,2001-16-003884|2002-16-015392|2002-16-022568|2002-16-044569|2002-16-062831|2003-22-139528|2003-26-9070|2004-04-437764|2006-16-018204|2006-24-190714|2006-24-261876|2006-24-261878|2008-16-006840|2008-16-008151|2009-11-004714|2009-16-054542|2009-16-054543|2009-16-054555|2010-04-484551|2010-16-053126|2011-01-465905|2011-13-042383|2011-16-034576|2011-23-355718|2015-32-0764524,银河系,1
588900,588900,2015-16-0102394-094雄,银河系,2001-16-003884|2002-16-015392|2002-16-022568|2002-16-044569|2002-16-062831|2003-22-139528|2003-26-9070|2004-04-437764|2006-16-018204|2006-24-190714|2006-24-261876|2006-24-261878|2008-16-006840|2008-16-008151|2009-11-004714|2009-16-054542|2009-16-054543|2009-16-054555|2010-04-484551|2010-16-053126|2011-01-465905|2011-13-042383|2011-16-034576|2011-23-355718|2015-32-0764524,银河系,1
589883,589883,2015-16-0814828-011,银河系,2001-16-003884|2002-16-015392|2002-16-022568|2002-16-044569|2002-16-062831|2003-22-139528|2003-26-9070|2004-04-437764|2006-16-018204|2006-24-190714|2006-24-261876|2006-24-261878|2008-16-006840|2008-16-008151|2009-11-004714|2009-16-054542|2009-16-054543|2009-16-054555|2010-04-484551|2010-16-053126|2011-01-465905|2011-13-042383|2011-16-034576|2011-23-355718|2015-32-0764524,银河系,1
427587,427587,2015-17-0200999,,2014-17-201331|2014-17-201333|2014-17-301334,,1
201699,201699,2015-17-888880,戴扶连特“罪魁祸首”,2007-09-002392|2007-09-002394,戴扶连特“罪魁祸首”,1
681421,681421,2015-1710588,荷兰考夫曼小迪克直子配直女,B96-6286060|N00-5063949|N05-1936417|N05-1936914|N92-5310320|N93-1767197|N97-2252927|N98-5821416|N98-5821450,荷兰考夫曼小迪克直子配直女,1
681372,681372,2015-20-0000644,林波尔,2006-20-000026|2008-20-003040|2015-20-0000644,林波尔,1
424941,424941,2015-20-0001620,帝卢·速霸龙,B03-4290073,帝卢·速霸龙,1
424936,424936,2015-20-0001668,帝卢·速霸龙,B03-4290073,帝卢·速霸龙,1
424938,424938,2015-20-0001747,帝卢·速霸龙,B03-4290073,帝卢·速霸龙,1
424927,424927,2015-20-0001763,帝卢·速霸龙,B03-4290073,帝卢·速霸龙,1
550491,550491,2015-20-0015061,苏维八关王,2006-20-007188|2007-20-000088|2014-20-000031|2014-20-045071|2015-20-0015061|BLG2003-6485765|BLG2006-6056066,苏维八关王,1
426173,426173,2015-20-0037866,帝卢·速霸龙,B03-4290073,帝卢·速霸龙,1
604623,604623,2015-200016,赢家号*完美号*“灰08雌”,2014-300989|2015-200016|300-500-700|N05-1748745|N06-1356798|N10-1947908,赢家号*完美号*“灰08雌”,1
473558,473558,2015-200019,盖比*完美家族《金母54号》,2015-0100129|2015-200019|2016-13-0029769|2017-0162683|2017-13-0160001|2017-13-01600168|2017-13-0162690|2018-13-0317288|2018-29-0018345|B08-3150838,盖比*完美家族《金母54号》,1
608736,608736,2015-201627,千里红*超级号詹森*德国汉斯,09-19-131645|2015-201627|2017-13-0162654|D03236-08-444|D03236-98-639|D03236-99-733,千里红*超级号詹森*德国汉斯,1
525445,525445,2015-21-0049802,詹森,2004-21-006222|2012-21-022985|2012-21-022987,詹森,1
530423,530423,2015-22-0801252,桑杰士配鲁道-克拉森,2007-1730908|2010-09-227661,桑杰士配鲁道-克拉森,1
546563,546563,2015-22-1412038,戈马利,B08-2040088|B08-2040153,戈马利,1
530372,530372,2015-22-1538811,东方不败回血,2007-01-397528|2013-08-000092,东方不败回血,1
530374,530374,2015-22-1538815,桑杰士配东方不败,2010-09-227661|2013-08-000036,桑杰士配东方不败,1
530362,530362,2015-22-1538888,东方不败回血,2007-01-394528|2013-08-000092,东方不败回血,1
530375,530375,2015-22-1538896,桑杰士配东方不败,2010-09-227661|2013-08-000036,桑杰士配东方不败,1
530419,530419,2015-22-1538897,桑杰士配东方不败,2010-09-227661|2013-08-000036,桑杰士配东方不败,1
530373,530373,2015-22-1538899,东方不败回血,2007-01-397528|2013-08-000092,东方不败回血,1
655468,655468,2015-22-1557350,凡龙,2014-22-822120,凡龙,1
613175,613175,2015-23-0000548,,2008-23-087900|N2010-1818512,,1
613180,613180,2015-23-0000628,,2010-23-274412|2014-23-007741,,1
613179,613179,2015-23-0000667,,2010-23-274412|2011-23-0000899,,1
613189,613189,2015-23-0000669,,2010-23-200002|2014-20-000253,,1
475020,475020,2015-23-000613♀,克拉克,2008-23-000005|2008-23-005605|2013-23-555526|N00-2283646|N92-9288562|N98-1540079,克拉克,1
613187,613187,2015-23-0568000,,2007-30-076759|2008-23-0000008,,1
441559,441559,2015-26-0023334,东方不败,2015-26-0023333,东方不败,1
479935,479935,2015-26-0075219,再现麦克斯X詹森小火箭,1998-26-050618|1999-50-185872|2001-26-035871|2008-26-227572|2009-26-229371|2015-26-0075219|99-50-185872,再现麦克斯X詹森小火箭,1
417646,417646,2015-26-0130915,完美220X2008-04-158044,2008-04-158044|2015-26-0130915,完美220X2008-04-158044,1
417625,417625,2015-26-0192455,50万号X曼德斯,2013-26-200627|2015-26-0192455,50万号X曼德斯,1
611977,611977,2015-26-0197808,速霸龙X盖比,2007-32-836621|2015-26-0197808|B02-4432376|B04-4295650|BLG01-4340089,速霸龙X盖比,1
610473,610473,2015-26-0273615,凡龙银影*盖比闪电,2013-26-177611|2014-26-325004,凡龙银影*盖比闪电,1
610476,610476,2015-26-0273670,凡龙*勃默德,2011-03-323220|2011-03-329414,凡龙*勃默德,1
589471,589471,2015-26-0345439,盖比X贝克詹森,2007-26-067147|2007-26-124969|2008-10-551396|2012-26-287038,盖比X贝克詹森,1
586602,586602,2015-26-0345466,荷兰虎后,2007-26-001277|2007-26-067147|2007-26-124969|2012-26-287038|N01-1124584|N94-7040195|N95-1379941|N98-5845612,荷兰虎后,1
479667,479667,2015-26-0511520,西北国际4名兄弟X友祥威力45名,2015-26-0511520,西北国际4名兄弟X友祥威力45名,1
479643,479643,2015-26-0511533,黑色动力X波西瓦,2011-26-286976|2013-26-180977|2015-26-0511533,黑色动力X波西瓦,2
612068,612068,2015-26-0511589,速霸龙,2001-26-000619|2005-03-087606|2006-26-113798|2012-26-039166|2015-26-0511589|B04-4295650,速霸龙,1
561931,561931,2015-26-0511596,,2015-26-0511596|B95-3211431|B95-3335687|B96-3156154|B96-3156189|N08-1350151|N08-1350154|N98-2005532|N98-2005540,,1
478728,478728,2015-26-0511604,米卫751X盖比,2012-26-039145|2013-26-266777|2014-26-386681|2015-26-0511604|N08-1350154,米卫751X盖比,1
478781,478781,2015-26-0511612,米卫751X盖比,1999-26-185871|1999-26-185872|2001-26-000619|2002-26-186867|2007-26-044608|2008-26-227576|2015-26-0511612,米卫751X盖比,1
612080,612080,2015-26-0511632,,2007-01-281877|2013-26-187019|2015-26-0511632,,1
611828,611828,2015-26-0511666,,1999-50-189872|2001-26-000619|2002-26-186867|2005-03-087606|2006-26-113798|2008-26-227576|2015-26-0511666,,1
589219,589219,2015-26-0514229,小红雄X歪嘴雄鹰,2001-32-530373|2002-046427|2003-26-088814|2004-26-006205|2004-26-009012|2005-26-158302|2005-26-168998|2006-26-185466|2009-26-148786|2013-149962,小红雄X歪嘴雄鹰,1
586314,586314,2015-26-0514280,真爱小红雄,2001-26-113999|2002-046427|2004-26-006205|2005-26-158302|2013-09-495425,真爱小红雄,1
610217,610217,2015-26-0514507,胡本*盖比闪电,2014-26-678925|2015-04-0706638,胡本*盖比闪电,1
610123,610123,2015-26-0514509,万能钥匙父女回血,2011-26-144901|2014-26-248021,万能钥匙父女回血,1
610124,610124,2015-26-0514510,盖比闪电,2011-26-144901|2014-26-248021,盖比闪电,1
610125,610125,2015-26-0514517,盖比闪电,2011-26-144901|2014-26-248021,盖比闪电,1
610228,610228,2015-26-0514524,胡本,2014-26-325008|2014-26-678925,胡本,1
610127,610127,2015-26-0524484,盖比闪电,2011-26-144901|2014-04-060722,盖比闪电,1
684695,684695,2015-26-0528105,,B2009-2008732|N2010-4091609,,1
586749,586749,2015-26-0589776,阳光家园拿破仑X凡龙银影,2007-26-002355|2007-26-067046|2007-26-140845|2011-26-113886|2013-26-148007|2014-26-133033,阳光家园拿破仑X凡龙银影,1
610188,610188,2015-26-0673631,盖比闪电*凡龙,2013-26-177611|2014-26-325004,盖比闪电*凡龙,1
610433,610433,2015-26-0673662,凡龙银影*闪电,2013-26-177611|2014-26-325004,凡龙银影*闪电,1
611832,611832,2015-26-139999,,1999-50-189872|2001-26-000619|2002-26-186867|2005-03-087606|2006-26-113798|2008-26-227576|2015-26-139999,,1
533613,533613,2015-27-0001907,,2013-27-025687|2014-01-366483|2015-27-0001907,,1
533614,533614,2015-27-0001908,,2013-27-025687|2014-01-366483|2015-27-0001908,,1
533555,533555,2015-27-0001967,,2012-26-118932|2013-26-230144|2015-27-0001967|2016-27-0006199|2017-27-0002647,,1
533617,533617,2015-27-0001989,,2013-27-025687|2014-01-366483|2015-27-0001989,,1
533580,533580,2015-27-0001990,戈马利近血作育,2013-27-025687|2014-01-366483|2015-27-0001990,戈马利近血作育,1
533611,533611,2015-27-0002000,詹森回血种雄,2015-27-0002000|2016-27-0380565,詹森回血种雄,1
533557,533557,2015-27-0008914,,2015-27-0008914|2016-27-0388366,,1
533584,533584,2015-27-0500562,戈马利,2014-01-366483|2015-27-05005622015,戈马利,1
533540,533540,2015-27-0500611,波西瓦,2014-27-000563|2014-27-006851|2015-27-0500611,波西瓦,1
426971,426971,2015-29-0088833,明珠红海蒂,2008-333996|2009-04-200731|B01-3076095|B92-3138647|B94-4113816|B95-3336674|BLG1992-3138647|BLG1995-3336674|BLG1998-6210287|BLG1998-6210293|BLG2001-3076095|BLG2001-6255263|BLG2007-6076277|N04-1069369|N2003-2321835|N2006-2179367|N2006-2179581|N2006-2179587|N2008-1760940|N2008-1760976|N2013-1419210|N85-1721826|N91-2580661|N98-1512769,明珠红海蒂,1
614865,614865,2015-29-0142576,电脑戈马力,B09-2056917|B09-2082573,电脑戈马力,1
415638,415638,2015-29-0433108,极速飞戈家族*德国鸽王家族,2015-29-0433108,极速飞戈家族*德国鸽王家族,2
597671,597671,2015-29-0438894,天一电脑戈马利,2013-29-303332|2013-29-303337,天一电脑戈马利,1
597672,597672,2015-29-0439983,天一电脑戈马利,2013-29-303332|2013-29-303337,天一电脑戈马利,1
661694,661694,2015-293945,台灣北極勢山系,2015-293945,台灣北極勢山系,2
641929,641929,2015-30-0006901,断胸骨直孙X德国小姐,2007-30-035730|2008-6131411|2009-04849-1811|BLG1990-6306799|BLG1996-6598467|BLG1996-6599152|BLG2003-3131170|D2000-00516-439|D2001-00516-500|D2002-04849-535|D2003-07237-512|D2004-07237-1788|D2008-04849-2028|D2009-04849-1962|D2012-04849-716,断胸骨直孙X德国小姐,1
677679,677679,2015-30-0006902,断胸骨直孙X德国小姐,2007-30-035730|2008-6131411|2009-04849-1811|BLG1990-6306799|BLG1996-6598467|BLG1996-6599152|BLG2003-3131170|D2000-00516-439|D2001-00516-500|D2002-04849-535|D2003-07237-512|D2004-07237-1788|D2008-04849-2028|D2009-04849-1962|D2012-04849-716,断胸骨直孙X德国小姐,1
642831,642831,2015-30-0006923,,2008-30-238942|2012-30-567817|BLG2005-6161426|BLG2005-6379083|D2012-08114-1,,1
