img_id_a,img_id_b,label
641491,90641,0
276285,679471,1
397356,653004,1
162318,324812,1
137332,206234,1
523349,523841,1
670870,676418,0
222422,496975,0
530395,660120,0
408886,643954,0
581890,671433,1
352840,72166,0
190836,520183,0
196486,199323,1
546735,664902,1
386035,629322,1
163617,436525,0
277587,683165,0
149809,443885,0
366443,507209,0
524843,76377,0
436629,509139,1
660542,660926,1
315633,555165,0
471266,475326,1
173207,206126,1
159740,645676,0
160832,680119,1
315420,646208,0
367503,396037,1
254957,382045,0
361320,498204,0
639202,657059,1
577013,594834,0
167346,393743,1
563955,673200,0
396037,429242,0
335402,563955,1
413193,684318,1
449291,591461,0
408390,543805,0
401111,574023,0
399265,461312,0
524701,524724,1
283029,424607,1
576997,675410,0
168305,508246,0
425398,545231,0
389445,592575,1
19114,599060,1
173432,461155,0
562772,622685,1
261816,478746,1
162494,88992,0
142866,295488,0
251600,641870,1
395805,647774,0
125798,47330,0
161397,361131,0
492369,652377,0
324815,592543,1
259890,415529,0
182907,47957,0
202855,239733,1
257146,319193,0
395882,619628,1
437620,642114,0
578538,641806,0
129738,652714,0
313660,560881,1
118586,395805,1
407054,654201,0
161383,345029,1
35823,577148,0
199763,620069,0
398160,424607,1
429313,615482,0
331608,612251,0
62815,674939,1
524823,530397,0
450488,600050,1
115630,226656,1
420036,434579,1
641010,651278,1
607280,675773,1
387536,616156,1
304108,342627,1
399695,435615,1
230633,536276,0
29530,40164,1
230769,546260,0
625917,95787,0
146193,395641,1
53256,626307,0
504686,83978,0
420036,641870,1
290780,668625,0
395094,454929,1
486807,577453,0
310882,612431,0
56048,587415,0
343295,377706,1
243176,615212,0
397237,674624,1
555597,558598,1
365938,381282,0
572980,582648,0
215774,479096,0
376910,664069,0
21020,80812,1
352417,401111,0
635547,674209,0
410133,679033,0
491668,668268,0
102719,96634,1
368706,393309,0
393901,480569,0
204680,343886,0
561299,647229,0
591500,610422,0
97858,97874,1
498206,548502,1
377068,611965,0
130921,414520,0
226532,226680,1
12098,465420,0
641810,679558,1
320181,403600,0
108266,446109,0
195056,272907,1
637506,666601,0
408428,472800,0
222664,646847,0
459516,478744,0
163762,577002,0
433926,622629,1
540454,655226,0
524699,619628,0
137332,207370,1
491127,526147,1
159544,170185,1
568289,568291,1
402095,653176,0
476080,607557,0
161525,267569,1
218420,628140,0
546192,660509,1
419693,657917,0
365153,538391,0
480062,549382,0
106502,204721,0
184834,201540,1
295499,614111,0
244075,289028,1
649533,678080,1
649602,652714,0
336573,388423,0
207354,96634,1
143398,662774,0
548519,607914,0
345029,381202,0
493042,578201,0
395870,464257,0
65542,666402,0
405735,521969,0
671418,681193,1
450906,75776,1
555597,560860,0
65578,93807,0
115716,186174,0
440855,670415,1
476913,680120,1
229766,640159,0
618309,653011,1
222421,317842,0
232414,639048,0
108817,315265,1
257501,569026,0
236383,347101,1
345788,363049,0
181683,549848,0
124220,680126,0
102660,610433,0
251395,344704,0
386976,607214,1
159714,492369,0
434961,624369,0
307014,342623,1
386976,436584,0
365616,642447,0
381202,589940,1
356032,637987,0
395882,642054,1
478752,611832,1
158311,618598,0
624855,662907,0
554133,625531,1
496495,611547,1
583708,64665,0
340584,491554,0
389445,611169,1
394940,522913,0
522175,522481,1
407293,407300,1
386976,516876,1
217868,683624,1
325350,683459,0
204721,607300,0
339134,607215,0
578391,623415,1
325052,53256,0
259854,666088,0
464489,679165,0
218515,415529,1
158747,347129,0
214367,568945,0
384479,674619,0
550964,590872,0
492288,584560,0
531044,675592,0
383625,643345,0
411502,588500,0
101126,96163,0
343886,521815,0
619440,663185,0
325350,392941,0
142872,593150,0
386976,628389,1
377706,587451,1
193353,615011,1
252024,490208,0
171434,628333,0
395629,676550,0
554104,599154,1
527394,668604,0
260484,286150,0
171434,31914,1
29510,473143,0
482313,512178,0
108636,671422,1
589479,67946,0
39257,675121,0
251725,279586,0
207312,348985,0
376794,625042,1
657917,77001,0
519766,607105,0
31746,550499,0
37440,678660,0
366057,373210,0
324985,394240,0
513830,660689,0
116477,655664,0
289359,561299,0
570899,654352,1
121575,631157,1
464979,591461,0
576490,576492,1
405611,577455,1
399695,529002,1
473924,683162,0
438449,601052,0
524694,524715,1
651039,679285,0
590477,627457,0
337550,570903,1
287495,664153,0
267570,554631,0
385889,529821,0
114587,454665,0
326341,626032,0
308388,675772,0
37807,667631,0
477596,644496,0
170808,341536,1
415356,676857,0
108636,144389,1
658078,678086,0
262922,655889,0
642735,667779,0
182893,569634,0
633348,684488,1
529834,615001,0
159689,163015,1
157012,509854,0
60641,653931,1
642114,66354,1
204822,71227,1
463684,629467,1
523578,656823,0
318122,680772,1
326461,652356,0
331651,679404,0
525247,535126,1
527918,629517,0
376360,641813,1
405601,662492,0
465486,674866,1
222421,358873,0
584697,596440,1
322926,55950,0
249150,251394,0
282669,479200,0
512428,615272,1
541312,681531,0
178097,207370,1
251517,399275,0
109161,664902,1
666830,666831,1
363287,524687,0
130863,657059,0
387536,679458,1
398667,679239,1
326355,97670,0
116926,67010,0
395891,592575,1
37150,473501,1
325350,626648,0
277718,404905,1
455854,649602,0
461312,461320,1
199323,558200,0
112409,588991,0
597991,642112,1
660732,67788,0
471408,493729,0
41195,600537,1
320205,647266,0
654595,679243,1
174030,350004,0
123017,512428,1
145919,459273,0
481348,579665,0
509864,607633,1
570462,599418,0
133390,354783,0
182987,388972,0
604797,680126,0
549650,576997,0
647147,658768,1
262905,451851,1
520779,576727,1
241110,494436,1
123608,384482,0
339027,481316,1
403485,627141,0
393743,678456,0
142914,431067,1
232719,461778,0
290907,381271,0
430535,465197,0
158208,193353,0
269333,339349,0
335925,576063,0
247344,665853,0
393743,440855,1
520177,629092,0
543594,591758,0
191738,291026,0
469289,525031,1
329397,542075,0
592254,72571,0
88992,97667,1
282157,318668,0
55658,641819,0
250458,381271,0
411325,424714,1
214088,523363,1
524685,524728,1
525247,76346,1
161162,65437,1
295502,676126,0
398419,434404,0
312050,561884,0
492861,600522,0
100870,677752,0
185788,493732,0
314486,364703,0
422863,680964,0
649533,83400,0
210649,666461,0
368409,600549,0
568945,655640,0
223423,287861,0
650482,660304,0
401111,665089,0
160908,287234,0
149610,209309,1
667681,676450,1
443356,584560,0
642738,667880,0
162991,674263,0
217079,37807,0
354029,563234,1
53387,668603,0
251600,364556,0
116056,343774,1
145214,578206,0
182913,428665,0
355623,543670,0
399275,527909,1
425990,476407,0
641680,657964,0
184920,475369,0
513267,546200,0
533013,680119,1
164367,643021,0
314473,71980,0
575531,633506,1
390389,650640,0
556329,633514,1
137079,53302,0
473500,543417,1
657917,680250,0
471266,487493,1
525703,630484,0
257938,628698,0
512912,55572,0
367503,509139,1
475512,678871,0
376226,642821,0
614952,676868,0
289242,682719,0
647226,676293,1
293387,80159,1
299628,588437,0
380711,567562,0
100460,395880,0
590009,660120,0
103631,253835,0
473061,546576,1
443344,538715,0
164447,463686,0
616440,647290,0
230338,623415,0
476080,650611,1
290827,443339,0
344669,524654,0
394826,594506,0
154469,461758,1
289231,41204,0
318015,679539,0
367727,668034,0
339251,677399,0
366004,682788,0
405709,485348,0
386530,654394,1
110018,160832,0
358845,684488,0
282664,521983,0
142183,681424,1
106932,163074,0
249108,308388,0
450423,533613,0
160834,384465,1
382006,600073,0
260857,611547,0
171312,676406,1
265377,675715,0
631800,651236,1
108331,347064,1
156639,289051,0
388995,461062,0
206141,95782,0
17274,653931,1
516327,90658,0
178447,90881,0
491187,606870,0
593759,630419,0
152234,495782,0
387703,631800,1
591461,680250,0
658768,668034,0
301821,650624,1
592575,618309,1
194762,234346,1
49174,541313,0
337122,411242,0
599451,616156,0
173193,499665,0
380906,382264,1
274542,642841,0
123608,651232,1
518242,670376,1
137079,487612,0
591300,615178,1
393906,618433,1
536320,610217,0
530916,615011,0
546327,645329,0
535991,670132,0
209483,681975,0
472060,644818,0
619439,666439,0
335925,497776,0
121682,533643,0
197273,505793,0
325350,546200,0
482316,599557,0
255046,461327,0
461366,569600,0
323606,628393,0
452736,9848,0
407054,407101,1
395768,403224,0
252069,600416,0
232275,283029,0
213954,674674,0
208603,679490,0
619954,620515,0
339002,567238,0
371088,662492,0
506554,527918,0
247344,652107,0
137391,674922,0
363204,562774,0
557380,614865,0
211272,512912,1
570582,660532,1
485535,648336,0
202690,675494,0
108265,628096,0
173202,311081,1
344838,55658,1
559964,77625,0
505793,607306,0
494052,60641,0
399275,683486,0
337527,54912,0
542253,575706,0
331939,348731,0
437029,517568,0
140622,330842,0
250027,638293,0
128941,311755,0
123333,568380,1
394788,436448,0
100870,105431,0
206126,390463,0
113598,362278,0
204676,491127,1
373960,414385,0
459273,674681,1
173361,347096,1
275637,58697,1
592542,600000,1
459165,568226,0
377402,543527,0
170185,674614,0
512202,546540,0
322902,557692,1
192510,623424,0
161397,307014,1
408536,568291,0
665152,666452,1
53237,680258,0
192484,463686,0
53105,681424,0
132803,69205,0
377706,631824,1
43798,559966,0
284624,79120,0
162972,269968,0
194835,512849,0
255104,488686,0
399275,538945,1
175754,663686,1
610429,672756,0
210494,615004,0
24042,379265,0
116926,394041,1
615001,78596,0
12056,258143,0
210270,516483,1
321517,626828,0
413193,642115,1
543992,679412,1
209589,365501,0
12098,644333,0
132291,680772,0
405583,71227,0
143856,491127,1
356185,46963,0
391683,679525,0
395246,436168,0
354787,407297,0
417728,642828,0
292476,646686,0
405755,633273,0
520788,533013,1
543992,647774,1
464257,532937,0
568228,607230,1
650113,658641,1
349446,646031,0
587451,606442,1
607300,88197,1
289021,588529,1
208603,212089,0
284737,600283,0
624364,84004,0
530372,99777,0
373596,619490,0
512428,629618,1
627975,643807,1
484278,648830,1
241510,340606,1
228188,285556,0
353796,437633,0
206234,426765,0
142183,388133,1
591890,625710,1
636279,641287,0
16995,391671,0
184827,364166,0
248445,398026,0
480620,673787,0
31338,617897,0
12034,309697,0
122768,439806,1
554133,654850,1
229766,487612,1
570233,628077,0
178447,634222,1
163144,521580,1
362278,67010,0
451397,674622,0
251200,268492,0
118568,357579,1
641977,642827,1
33681,524154,1
461294,576646,0
356911,575692,1
466756,615046,0
251517,351226,0
376107,615067,0
318122,472875,0
22256,397299,0
12747,433883,0
307948,536598,1
238872,285556,0
365153,411241,0
56103,642821,0
120743,672747,0
599162,660542,1
652715,671657,0
220769,90301,1
496526,600407,0
252756,639342,0
133307,386188,1
390064,436629,1
124535,353765,0
294302,354787,0
600947,615289,0
683478,79120,0
120570,576060,1
433020,456657,1
170187,230769,1
136127,354029,1
395794,399266,1
164367,524840,0
327555,682018,0
180251,545095,0
317520,643376,0
332567,476039,1
676803,681978,0
434579,47957,0
535940,642009,1
600064,634236,0
463925,525265,1
234466,348095,1
422560,508698,0
581069,657960,0
207312,584189,0
163617,655859,1
217650,675773,1
290470,33677,1
183444,365042,0
130863,443662,0
365042,630608,0
392897,628197,0
291026,573386,0
354495,655900,0
29566,360644,0
107327,615310,0
259878,463656,0
525018,525077,1
573515,589940,1
142790,199265,0
520784,576765,1
478781,628275,1
177333,678080,0
422179,509851,1
145962,600549,1
356711,586170,0
313743,674209,0
390252,524830,0
275637,376105,1
428730,516553,1
666037,674641,0
203752,600522,0
376794,469191,0
394039,672328,0
354509,433348,0
112792,189180,1
517795,576495,1
252069,536314,0
326773,394788,0
591410,674529,0
461312,78596,0
577578,619628,1
530916,599950,1
285086,641287,0
484232,631725,0
348335,658026,0
12087,365062,0
424607,642115,0
234883,530919,0
575025,675174,0
167339,461778,0
393637,666403,0
572691,679067,0
286885,399936,0
646850,654325,0
249432,562923,0
578224,98676,0
230797,573862,1
592602,657882,0
399267,674124,1
525035,599905,1
471268,538928,0
276390,577578,1
537996,555752,0
479462,596777,0
375475,629322,1
282669,450906,0
166561,560618,1
280876,592309,0
455840,660509,1
147654,55948,1
270018,570328,1
480056,591300,1
348245,65567,0
192508,226153,0
107327,184216,0
395788,58704,0
257146,392651,0
431310,639201,0
318122,383625,0
524165,577417,0
584697,597993,1
135286,21247,0
568380,591606,0
354509,578094,1
464700,633360,0
125599,197252,1
108266,593286,1
461301,93716,0
395790,485927,0
22256,605261,1
175583,65001,0
234466,335928,0
132378,197310,1
215425,300575,0
466756,671415,0
243964,289029,1
102714,339193,0
168294,367837,0
656966,97738,0
293236,358856,1
343762,607384,1
334951,677398,0
599850,663125,0
443344,66358,1
644980,665175,0
424392,596630,0
430336,682359,0
230796,249045,0
334184,646847,0
311111,514347,0
595825,680120,1
163014,471268,0
197231,498830,0
239081,415530,0
489730,533013,1
398419,610499,0
250458,582648,0
478748,611799,1
155764,475339,1
364065,364067,1
282226,446431,0
525058,532112,0
163071,379435,1
108092,183898,0
33681,360620,1
251200,395816,1
395347,90641,1
395870,504139,1
545842,611376,0
402043,654344,0
381332,594506,1
153402,675939,0
480678,519379,0
232414,528664,0
463925,640419,1
208619,516484,1
582135,591702,0
256329,645321,0
130893,645887,0
476913,680119,1
525265,619498,1
512849,628356,0
440071,592561,0
398419,641870,1
405700,577016,0
417781,610473,0
354509,667993,0
618683,623058,0
367162,402043,0
471438,525247,1
217022,372569,0
358966,673261,0
402411,469289,0
142630,443885,0
235202,614326,1
546320,660926,1
392942,47330,0
224026,581910,0
377730,608390,0
335928,683969,0
312596,461268,0
480007,618437,1
436584,554141,1
358845,58697,1
171240,361091,1
676441,684066,0
376542,631237,0
150569,345641,0
491194,626050,0
156639,345762,0
287234,324096,0
570037,628371,0
208776,589219,0
600541,611832,0
145561,625574,1
166018,597289,0
592576,642112,1
451851,466756,0
208350,637459,0
402009,452736,0
235202,600535,1
506554,513503,1
529454,678162,0
205634,638063,0
480596,674129,0
612431,676868,0
643387,97821,0
161078,675150,0
149801,388133,1
545788,647260,1
230795,618598,0
393477,80796,0
577011,578219,1
177026,560881,1
363312,398667,1
137323,178504,1
131139,150931,0
440862,534415,1
393723,615232,0
114302,30357,0
575531,576763,1
103976,607230,1
357793,663703,0
521580,98974,0
264959,265967,0
433915,593404,1
478748,48169,0
145962,452708,0
562925,562926,1
549382,643533,0
116072,257145,0
125896,647147,0
462005,675291,0
599402,647863,0
165252,343295,0
541313,684351,0
497242,593286,1
256605,395246,0
282601,476031,0
39257,536596,1
364618,600549,0
161162,536598,1
361091,398781,1
289242,647140,0
331658,611832,0
536321,619490,1
127627,454762,0
197251,372500,0
514236,647897,0
138231,677585,0
549643,678580,0
461276,461301,1
391667,657648,0
250477,251395,0
206123,647226,1
142183,313438,1
169461,21247,0
207354,667880,1
399267,418285,1
130606,66038,0
518934,630920,0
403485,639201,0
549849,678610,0
440898,627616,0
359474,646208,0
365594,526158,0
322646,479171,0
230853,635547,1
105431,393485,0
383625,578173,0
232924,419822,0
393743,589940,1
513503,670132,1
335913,465420,0
203798,576512,0
574069,648336,1
646082,674922,1
478752,543582,0
616440,668664,1
305636,587212,0
593175,622643,1
662492,664109,0
592542,629459,1
497160,674582,0
123017,260526,1
522339,619760,0
464255,91877,1
527394,576653,0
135926,66358,0
181016,286150,0
557369,680881,0
322811,651548,0
395884,676113,1
376360,668656,0
260488,628365,0
648596,659005,0
167346,248040,0
592543,615310,1
339014,628548,0
230767,533643,1
615011,681193,1
397237,674690,1
329397,84004,0
377730,576495,1
314473,664099,0
395619,55404,0
159177,629618,1
581227,610014,0
182987,350101,0
244249,633230,0
505793,627240,0
215425,234883,0
302664,581473,0
591300,654595,1
672938,676646,1
102717,639202,0
430269,502839,0
569367,675434,0
383622,642682,0
33331,465769,0
443339,624771,0
259909,502541,0
386530,652356,1
174901,47422,1
376360,395641,1
550117,657995,0
376226,380724,0
395768,680470,1
276390,641831,1
356912,585390,0
339929,405442,0
653438,674618,0
546553,660513,1
381259,625601,0
498204,623324,0
286885,379300,0
309697,322545,0
479096,577977,0
405738,679558,0
256605,451851,0
480620,487523,0
248445,619460,0
191582,320500,0
189500,540712,0
137649,683460,1
230769,308840,1
457756,649405,0
163620,674426,0
356179,607264,0
269310,521573,1
208148,46528,0
159853,169566,0
29533,322902,1
319999,525651,0
562923,655103,0
335701,683165,0
428730,630484,1
43159,436629,0
367255,662787,0
292137,469704,1
512916,680772,1
299628,533921,0
170122,382006,0
533013,599450,0
563719,674837,0
158388,308363,0
229168,678089,0
50604,519359,0
354287,589697,0
158147,665853,0
172425,451571,0
342627,592254,0
607105,62815,0
390510,574069,1
395094,479580,0
361091,405721,0
198179,590400,0
228226,610499,1
20516,440066,0
337550,402009,1
339211,654830,0
325352,657882,0
277883,395828,1
339002,600000,1
435615,615272,1
354287,627539,0
343762,367831,1
383726,679471,0
193500,303903,0
591300,645676,1
367142,368841,1
486813,649805,0
642812,683136,0
113951,89336,1
395852,635547,1
120706,395768,1
657958,670870,0
464489,610053,0
480056,480811,1
108105,610217,0
113961,628528,0
239326,289231,0
543992,674219,1
461282,675755,0
193268,229389,1
389589,620780,0
237034,491127,0
48341,674647,0
257145,64542,0
446111,623454,0
570582,660509,1
215260,479171,0
498204,684066,0
116160,573862,0
288127,630208,1
522481,631649,0
360620,543657,0
108335,130606,0
251523,644333,0
365086,437620,0
543417,646845,0
514058,565901,0
480165,637459,0
415524,499040,0
268940,339251,0
563234,635547,1
277883,599402,1
308850,342848,0
259627,607622,1
564580,678155,0
107327,591725,0
521969,527924,0
406246,75750,0
305294,395213,1
313906,317855,0
138845,469253,0
256249,673786,0
238872,557737,0
172425,425411,1
215774,322121,0
426130,665152,0
175939,675039,0
348095,652190,0
463673,80789,0
230796,514236,0
110020,324812,0
493042,55658,0
238949,518765,0
320123,521109,1
479462,682720,0
454980,675112,0
592574,681424,1
538945,629618,1
480342,554155,1
101728,607627,0
207729,463925,0
601801,88496,0
159693,510865,0
324882,643954,0
121682,626905,0
642827,653007,0
374645,496125,0
276285,599111,0
134421,147578,0
338897,460430,0
144909,569917,0
286143,619447,0
334184,365616,1
589283,684387,0
113440,452736,1
36698,676857,0
193282,249108,0
264718,682190,0
482365,535940,0
376580,619516,0
455951,643273,0
352418,437108,1
130447,147661,0
461451,631824,0
124220,524165,1
482311,592254,0
313956,605254,0
385848,675039,0
399936,682597,0
335767,612154,0
480738,667868,0
285556,650624,0
475329,485859,0
258172,631578,0
629470,651236,0
538011,683328,1
419718,532112,0
339206,525247,1
203118,203122,1
182893,406296,1
254631,98974,0
193282,681193,1
671113,87813,0
263011,581920,0
323610,546327,1
322545,683158,0
333255,674647,0
112868,291465,1
405596,405598,1
118571,66038,1
446036,619434,1
548210,646846,0
209589,88992,0
217022,543522,1
326355,422139,0
524185,599076,0
503101,623992,0
318682,88681,0
657882,663699,1
203802,596440,0
667631,97858,0
641799,641813,1
494839,599950,0
368341,635741,0
130613,261816,0
207426,570899,0
577578,619498,1
517966,98581,0
659057,674939,1
365555,75750,1
188493,53123,0
313438,578823,0
170416,276855,0
401733,502999,1
289242,292021,1
190836,352551,0
660535,660541,1
380711,666464,0
165585,525259,1
328732,517795,0
348564,592584,1
365555,630520,0
247133,635741,0
102660,366532,0
301272,543619,0
267939,439005,1
186697,675278,0
331658,680892,0
131139,30357,0
352413,90192,1
212275,370898,0
108526,600537,1
460430,513267,0
137323,190202,0
554141,669774,1
393316,651236,0
600529,600537,1
417732,83005,1
392742,428659,0
218919,591764,0
449654,631580,0
92511,94684,0
488686,642115,1
300564,315344,0
415057,582648,0
570410,630540,1
631042,645572,0
600549,615178,1
541556,677510,0
163078,579074,0
133757,430016,1
258143,677690,0
552387,681976,1
411401,600416,0
406843,407204,1
174580,647226,0
347101,645066,0
260857,398419,1
173193,352418,1
576495,675668,0
252200,322462,1
130916,459273,0
549643,675283,0
615232,656658,0
203118,368341,1
147654,345027,1
342816,653438,0
219801,683460,0
223774,23402,0
29510,457328,0
385269,476039,1
226153,480620,1
177026,375039,1
679165,70187,0
570461,643957,0
529584,675773,0
607914,629322,1
130306,399523,0
666401,683624,0
149697,195130,0
558572,642114,1
162468,204822,1
307663,603417,0
128941,423293,0
562917,674209,0
676350,96024,0
134421,628077,0
664196,676584,0
610967,646845,0
258477,279593,0
218515,479565,0
14851,343303,0
264959,493805,1
358845,683459,0
558200,576063,0
116055,373319,1
436584,650611,1
143856,615272,1
469456,499036,1
207682,667232,0
214183,523841,0
624364,628581,0
577453,66358,0
401111,569635,0
307663,675755,0
243965,244075,1
217079,407387,1
405442,486810,0
199265,323673,1
170420,192564,0
168053,654983,0
598541,83786,1
588580,626051,0
280876,93804,0
232848,368381,1
108994,399296,0
238831,438449,0
16995,610421,0
214027,590521,0
513616,599799,0
513267,630520,1
162861,317689,0
302262,535991,0
256947,607134,0
318446,352418,0
109402,213951,0
597891,632636,0
330944,648315,1
567562,667880,0
554085,660691,1
597993,676126,1
37150,93804,1
188089,549394,1
569635,630890,0
387224,554632,0
384461,578219,0
120570,574344,0
183023,348711,0
599425,631156,1
112081,251517,1
624855,683969,1
517901,585335,0
458587,487796,1
640419,679239,1
121747,678983,1
289664,483411,1
305623,383625,0
292614,673265,0
299290,681972,0
392942,647432,1
539623,98577,0
482986,680772,0
390419,56247,0
388880,592530,1
243892,445002,0
368002,588543,0
195157,97874,0
195056,522905,1
543594,619462,0
222422,496475,1
331371,677398,0
185789,443356,0
318015,682194,0
461261,461328,1
595180,629545,1
631082,678012,0
646003,680781,0
166211,289360,0
249387,344401,0
599488,608570,0
379730,615004,0
454982,623277,0
112609,398318,0
577016,87793,0
510865,631156,0
295501,481619,0
647774,679471,1
160832,679458,1
161078,542077,0
380650,83786,1
400264,679018,0
666088,683773,0
143856,603415,0
646003,65378,1
360054,549650,0
347353,398318,0
507859,676113,1
386035,461276,0
629618,642115,1
622571,82863,0
12581,534416,0
337550,671286,1
348461,621728,1
330944,571907,0
437984,53237,0
210967,679539,0
475512,681976,0
103919,679325,0
288116,348596,1
619257,678753,0
629618,634222,1
300913,628722,0
174640,267128,0
641088,680470,1
193353,635069,0
184697,201540,1
308850,451234,0
212080,273867,0
230710,677178,0
229766,40164,1
243890,572685,0
589940,619650,1
15381,217748,0
674922,680964,1
322646,676803,0
109161,620780,1
100460,347028,1
629313,631800,1
317133,648336,1
127629,130212,1
308850,319335,1
522913,618433,1
303897,603008,0
163078,599403,1
423293,446528,1
388422,527924,0
254312,37062,0
627277,659309,0
395805,670845,0
182893,401111,0
195056,303255,0
252209,353918,0
174896,386583,1
562798,631578,1
544484,660512,0
150756,533231,0
287418,524220,0
205992,656966,0
510825,628581,0
260743,408522,0
112121,600125,0
156614,180240,0
639308,648366,0
530539,57527,0
463925,614326,1
282459,600529,0
146193,554145,1
507209,635067,0
251196,84168,1
113440,663694,0
662544,68605,0
31237,315421,0
353918,481433,1
415356,680770,1
13240,629470,1
368841,625574,1
169715,629626,1
121773,121774,1
584797,626315,0
395238,669729,0
161527,162494,1
129635,77625,0
152862,214935,0
102717,207370,1
471438,629322,1
392991,626298,1
495782,609505,0
100589,96746,1
280080,336611,0
275003,478744,0
675147,73259,0
478423,568323,0
461287,461301,1
580011,633348,0
313714,633348,0
172556,519359,0
684387,88197,0
172425,272955,1
320226,347028,0
327564,377344,0
529598,666439,0
133307,618309,1
592530,592540,1
461276,519377,0
292137,641831,1
425398,575023,0
618437,92685,0
235247,678958,0
599914,666831,1
255304,380650,1
159604,607627,0
533143,619434,1
247326,322571,0
399797,531044,0
113325,203748,0
143398,21247,0
465769,666831,0
291427,662923,0
184189,503072,0
147369,368070,0
519392,681596,0
58896,622459,0
653004,679456,0
263011,352417,0
194753,319707,0
195601,629548,0
47700,648830,0
123919,47441,1
415391,450797,1
173624,607246,1
282242,627642,0
398781,507859,0
441064,86410,0
660513,663694,1
600050,660732,0
184309,679465,0
395795,525247,1
433339,446135,0
332567,37150,1
233774,243887,0
649960,652234,0
267553,679512,0
205524,629313,1
589476,589523,1
295502,626315,0
331716,534427,0
339220,642112,1
358626,392941,0
558542,656653,0
286060,58650,1
647141,666416,0
19302,395768,1
171312,232275,1
636538,646003,1
347096,611832,0
530539,533917,0
311111,622111,0
158142,228258,1
425005,545843,0
384461,610619,1
152849,642115,0
509139,680470,1
476215,510025,1
386193,477596,0
286095,465197,0
337550,671418,1
31746,591300,1
366004,564672,1
142137,675211,0
343295,390510,1
272907,649611,0
370931,37150,0
297226,337766,1
48169,569383,0
339206,683624,1
672329,80874,0
219523,225154,0
118269,576060,1
146372,318849,0
344350,405611,0
188976,520204,1
521448,628413,1
298435,599995,0
456657,525265,1
165587,629971,0
115630,64491,1
374595,674619,0
108490,239156,0
443618,492192,0
599107,599111,1
332306,668034,0
588069,647439,0
666608,680258,0
121682,619512,1
112121,461351,0
496488,66273,1
109161,670415,1
229337,642109,1
642738,678785,0
206650,660161,0
187673,584565,0
636279,677585,0
476433,89662,0
403600,679479,1
437108,512332,0
41273,585593,0
381258,530382,0
345641,569368,0
339929,395788,0
642827,64574,0
502996,581910,0
177272,632652,0
339209,642115,1
549643,607264,1
548219,657648,0
279585,600070,0
446036,616156,1
587418,635743,0
339209,578176,0
483504,551830,0
395885,642009,1
133302,594828,0
337550,369731,0
145962,468307,0
209484,522905,0
510825,591678,0
202768,56289,0
430274,499083,1
619434,633268,1
207684,607105,0
461269,461302,1
440862,593416,1
110848,612871,0
612527,78229,0
57290,76460,1
311479,599060,0
190738,475369,0
324754,440082,0
356909,454980,1
466778,629618,0
485859,530255,0
40164,654983,0
108994,567478,0
600288,679556,1
238872,289676,0
405711,649960,0
363004,394934,0
285078,655637,0
435615,679239,1
396037,456657,1
588580,680119,1
571907,576490,1
538522,74851,0
480056,596440,1
276855,443618,1
568787,599159,1
112792,591300,1
121770,415524,0
399781,417728,0
517538,592574,0
35703,498214,0
141819,215609,0
461155,472800,0
619973,672328,0
341550,645329,0
133074,641057,0
532810,591299,1
244921,505473,0
126045,47330,1
395768,543327,0
543594,97665,0
230911,354509,1
149697,149703,1
185788,403036,0
335770,388422,0
380673,592540,1
440855,459000,1
233293,324815,1
598857,650115,0
416854,660161,0
217079,583653,0
593366,619650,1
209523,584527,0
524823,544564,0
253294,607633,0
453107,645864,0
489046,675118,0
163620,651008,1
316404,593407,0
648315,673787,1
264172,642109,1
174641,89331,0
47957,676511,0
120894,522696,0
300700,681159,0
196112,390154,0
406837,503476,0
266282,513616,0
362464,516483,1
370898,396893,0
491127,599866,1
437620,512005,0
530063,683542,0
326773,459726,0
398335,464786,0
509849,520000,1
623324,70200,0
159850,395916,1
124388,506179,0
189682,472978,0
43159,98971,0
256394,650367,0
152166,394940,1
200553,642806,0
199742,363944,0
339218,655850,0
218515,551497,1
381271,640159,0
623456,633485,0
142183,461287,0
210629,76488,0
153189,522905,0
478746,628410,1
381166,574625,0
391683,480056,1
558573,642109,1
271760,533413,0
118417,484016,0
140798,461155,0
486719,507859,1
339202,461328,0
631065,642109,0
572247,654352,0
343295,576765,1
381233,474156,1
550964,675127,0
592530,592537,1
175754,645861,0
679519,73259,1
183907,308823,0
193149,251200,1
499036,628413,0
215774,510886,0
249432,352604,0
152862,681372,0
261978,530255,0
267843,571909,0
118270,496084,1
153338,198326,0
356911,651039,0
520784,651241,1
487612,638063,0
277883,645572,0
118571,76460,1
605986,679165,0
225457,480738,0
615140,615178,1
387703,679476,0
610487,660513,0
131033,353620,0
311802,577011,0
450862,494819,0
448469,473500,0
258412,640020,0
339206,464255,1
584681,619498,1
616156,66909,1
16050,314029,0
118568,446431,0
239326,343886,0
313956,679539,0
399962,615025,0
208148,608821,0
152862,432669,0
189713,212080,0
405497,598857,0
483952,674408,0
381989,65542,0
396273,603415,1
10262,666608,0
490323,663104,0
552387,613827,1
660509,663694,1
217650,392742,0
423273,619577,1
289368,450862,0
386035,388750,1
475366,676409,0
574235,593866,0
625564,97821,0
230797,638471,0
677399,683461,0
435615,529002,1
542627,628096,0
639346,667681,0
383726,554145,0
396037,525259,1
371088,75179,0
112792,599799,0
170284,633360,0
511309,79877,0
197231,93743,0
376542,436584,1
