img_id,literal_code,code_len
313743,F8813,1
313745,F8815,1
313746,F8817,1
313747,F8819,1
313749,F8818,1
313750,F8822,1
313752,F8816,1
313853,,0
313872,F28170,1
313873,F27246,1
313882,F10348|F1627,2
313883,F7678|F7721|F7679|F7773,4
313888,,0
313906,,0
313948,,0
313949,,0
313951,,0
313952,,0
313953,,0
313956,F29412,1
313957,,0
313958,,0
313959,,0
313960,,0
313962,,0
314002,,0
314003,,0
314004,,0
314005,,0
314006,,0
314008,,0
314011,,0
314016,,0
314018,,0
314019,,0
314020,,0
314021,,0
314022,,0
314023,,0
314024,,0
314025,,0
314028,,0
314029,,0
314030,,0
314031,,0
314032,,0
314050,,0
314052,,0
314053,,0
314054,,0
314055,,0
314056,,0
314057,,0
314058,,0
314077,,0
314078,,0
314095,,0
314098,,0
314102,,0
314108,,0
314114,,0
314121,,0
314192,,0
31423,F41210|F41634|F7717,3
314237,,0
314262,,0
314264,,0
31428,F41210|F41634|F7717,3
31431,F41210|F41634|F7717,3
314320,,0
314325,,0
314326,,0
314328,,0
314334,,0
31436,F41210|F41634|F7717,3
314463,,0
314466,,0
314467,,0
314468,,0
314469,,0
314470,,0
314471,,0
314472,,0
314473,,0
314474,,0
314475,,0
314476,,0
314477,,0
314478,,0
314480,,0
314485,,0
314486,,0
314493,F8063,1
314537,F29415,1
314538,,0
314551,F33215,1
314590,,0
314591,,0
314592,,0
314607,,0
314626,F14331,1
314677,,0
314678,,0
314686,F3866,1
314704,,0
314716,F12799|F12782|F10622|F10610,4
314858,,0
314983,,0
314992,,0
314993,,0
314994,,0
314995,,0
314996,,0
314997,,0
314998,,0
315001,,0
315002,,0
315003,,0
315004,,0
315182,F16331,1
315214,F16334,1
315265,,0
315334,,0
315344,,0
315351,,0
315355,,0
315412,,0
315416,,0
315417,,0
315418,,0
315419,,0
315420,,0
315421,,0
315553,,0
315630,,0
315631,,0
315632,,0
315633,,0
315647,F2988,1
315707,,0
315837,F40374,1
315976,F14032,1
315989,F9387|F42604|F42609|F35386,4
315996,F1757|F904,2
316072,,0
316075,,0
316077,,0
316080,,0
316085,,0
316088,,0
316242,F4474,1
316277,F26235,1
316302,,0
316303,,0
316329,,0
316404,,0
316442,,0
316446,,0
316474,F12623,1
316507,F34191,1
316520,F9372|F9483|F9688|F9690,4
316522,F42358|F42353|F42354,3
316527,F42379|F42360|F42007|F42373,4
316528,F42379|F42360|F42007|F42373|F42019|F42379|F42360,7
316529,F9935|F9532|F9471,3
316530,F9935|F9532|F9471,3
316531,F15983|F42021|F42360,3
316533,F42347|F42348|F42352|F42351,4
316534,F42347|F42348|F42374|F42367,4
316568,,0
316569,,0
316570,,0
316710,,0
316714,F13382,1
316716,F38269,1
316717,F38270,1
316733,F13344,1
316882,,0
316901,F34913,1
316909,F34914,1
316910,F34916,1
316911,F34917,1
316912,F34918,1
316913,F34915,1
31695,,0
316968,F9385|F10089,2
316989,F12790|F12804|F10541|F12910,4
317133,F10219|F9918|F10470|F10463,4
317139,F8765,1
317140,F8960,1
317150,F2460,1
317162,F37049,1
317169,F835,1
317175,F41422|F41129|F10878,3
317181,,0
317221,,0
317264,F10823|F10598,2
31732,,0
31738,,0
317459,,0
31746,,0
317461,,0
317462,,0
317463,,0
317464,,0
317467,,0
317468,,0
317472,,0
317473,,0
317475,,0
317476,,0
317488,F28182,1
31749,F41435,1
31751,F41435,1
317520,F27481,1
317689,F37171,1
31774,F85,1
31776,,0
317786,F9935|F9532|F9471,3
317799,F42041|F42018|F42019|F42379|F42360,5
317805,F10100|F9935|F9935|F9532|F9471,5
317809,F10100|F9935|F9532|F35649,4
317813,F35647|F42360,2
317816,F42041|F42379|F42360,3
31783,,0
317830,F9532|F9471|F9372|F9483|F9688|F9690,6
317831,F9532|F9471|F42363|F42357,4
317832,F9532|F9471|F42363|F42357|F42347|F42348|F42374|F42367,8
317837,F9532|F9471|F9372|F9483|F9688|F9690,6
317838,F42022|F42030|F10100|F9935,4
317840,F9935|F9532|F9471,3
317841,F9935|F9532|F9471|F9372|F9483|F9688|F9690,7
317842,F42016|F9372|F9483|F9688|F9690|F42044|F42036,7
317843,F42347|F42348|F42374|F42367|F9532|F9471|F908,7
317846,F9932|F9796|F1370,3
317851,F10100|F9935|F1370|F10100|F9372|F9483|F9688|F9690,8
317855,F41193|F41270|F41193|F41270,4
317856,F41193|F41270|F9270|F9269|F41193|F41270|F9270|F9269|F41193|F41270,10
317858,F41193|F41270|F9270|F9269|F41193|F41270|F9270|F9269|F41193|F41270,10
317859,F41193|F41270|F9270|F9269|F41193|F41270,6
317860,F41193|F41270|F9270|F9269|F41193|F41270,6
317915,F19774,1
317965,,0
317967,,0
317968,,0
317969,,0
318013,F27951,1
318015,F40354,1
318033,F9305|F9395|F9305|F9519,4
318071,F8418,1
318079,F28186,1
318088,F2544,1
318091,F9328|F9234|F9756|F9773,4
318122,F28628,1
318161,,0
318162,,0
31823,,0
31824,,0
31825,,0
31831,,0
318400,F8242,1
318420,F8686,1
318426,F25627,1
318432,F19630,1
318442,F38046,1
318446,F26454,1
318551,F27236,1
318562,F6058,1
318578,F28629,1
318580,F2151,1
318582,F2153,1
318609,,0
318610,,0
318623,F8846,1
318628,F26820,1
318629,F26820,1
318630,F19773,1
318632,F25910,1
318633,F13968,1
318645,F34508,1
318647,F34508,1
318654,F24079,1
318661,F24080,1
318662,F24080,1
318668,F10315,1
318671,F25116,1
318682,F5518,1
318719,F8412,1
318734,F8298,1
318740,F8688,1
318741,F8227,1
318793,,0
318795,,0
318844,,0
318845,,0
318847,,0
318849,,0
318887,,0
318888,,0
318930,,0
318932,,0
318987,,0
318994,,0
319050,F42174,1
31914,F10100,1
319142,F26962,1
319143,F26963,1
319144,F24888,1
319165,F42372,1
31919,F9935,1
319193,,0
31920,F9909,1
319209,F3394|F5403,2
31921,F9532|F9471,2
319215,F3394|F5403,2
319335,F30558,1
319680,,0
319706,F3393|F3403|F2065,3
319707,F3393|F3403|F2065,3
319708,F1326|F4354,2
319716,F3392|F9574|F10154,3
31972,F42019,1
319720,F6364,1
319723,,0
319808,F1957,1
319840,F31645,1
319844,,0
319879,F26268,1
319915,F2223,1
319923,,0
319999,F5211,1
320006,F5116,1
320026,,0
320031,F13544,1
32005,,0
320060,F25933,1
320061,F26053,1
320062,F26049,1
320113,F25149,1
320114,F25265,1
320117,F25306,1
320118,F25308,1
320119,F25319,1
320121,F25730,1
320122,F25256,1
320123,F25321,1
320125,F25322,1
320127,F25320,1
320129,F25267,1
320134,F19495,1
320135,F24676,1
320136,F24677,1
320181,F27957,1
320182,F27954,1
320185,F6295,1
320186,F5019,1
320187,F10826,1
320199,F12256,1
320200,,0
320203,F12255,1
320205,,0
320206,F12242,1
320208,F12241,1
320209,F12250,1
320213,F12153,1
320214,F12151,1
320219,F12157,1
320222,F12156,1
320224,,0
320225,F11738,1
320226,F24123,1
320228,F18773,1
320230,F18767,1
32029,,0
320295,F10826,1
320308,F12824|F10611|F10519|F10928,4
320322,F14265,1
320392,F13910,1
320395,F24105,1
320399,F23685,1
320403,F14460,1
320406,F39637,1
320407,F39637,1
320434,,0
320500,F24111,1
320509,,0
320585,,0
320854,F23451,1
320911,F8795,1
320951,,0
321125,F5673,1
321139,F26267,1
321159,F17870|F18998,2
321162,F2280|F884,2
321193,,0
321226,F27956,1
321260,F24508,1
321261,F24509,1
321288,,0
32133,F79,1
321330,,0
321400,,0
321403,,0
321407,,0
321408,,0
321506,F10207,1
321517,F26186,1
321564,F5798,1
321565,F5799,1
321566,F5801,1
321785,F26185,1
321787,F26180,1
321799,F16426,1
321813,F26182,1
321814,F25111,1
321839,F18696,1
32185,F823|F10422|F1336,3
32188,F10226,1
321886,F25114,1
321887,F23666,1
322020,,0
322021,,0
322022,,0
322023,,0
322024,,0
322026,F27203,1
322028,F26192,1
322031,F25806,1
322038,F20611,1
322039,F26712,1
322040,F20612,1
322063,F5804,1
322065,F5805,1
322068,F5806,1
322072,,0
322074,,0
322089,F5810,1
322093,F5812,1
322094,,0
322121,F5814,1
322152,F5815,1
322240,F5818,1
322245,F5820,1
322253,F33191,1
322255,F5827,1
322256,F5831,1
322286,,0
322331,F2185|F2174,2
322338,,0
322356,F5693,1
322357,F8454,1
322361,F2681,1
322374,F11717,1
322375,F11389,1
322378,,0
322456,F5832,1
322458,F5833,1
322462,F5840,1
322463,F5841,1
322464,F5842,1
322487,F5849,1
322489,F5851,1
32252,,0
322545,F27521,1
322570,F5855,1
322571,F5892,1
322635,F3361|F3341,2
322636,F2875|F741|F9984|F3343|F3342|F4333,6
322637,F10329|F10130|F982|F9342|F9565,5
322646,F13238,1
322651,F13278,1
322652,F13296,1
322654,F13298,1
322657,F13350,1
322658,F13348,1
322679,F25418,1
322739,F5861,1
322742,F5856,1
322765,F11743,1
322767,F11893,1
322768,F11893,1
322769,F11894,1
322776,,0
322809,F5670,1
322811,F2135,1
322820,,0
322821,,0
322898,F28795,1
322900,,0
322901,F5230,1
322902,F33188,1
322903,F33185,1
322904,F4692,1
322909,F33199,1
322918,F26233,1
322926,,0
322927,,0
322928,,0
322929,,0
322931,,0
322933,,0
322935,,0
323026,,0
323028,F11349,1
323071,,0
323086,,0
323094,,0
323104,,0
323113,,0
323227,,0
323336,,0
323337,,0
323339,,0
323356,,0
323358,,0
323365,,0
323366,,0
323381,,0
323425,,0
323428,,0
323571,F8674,1
323606,F8419,1
323610,F40355,1
323623,F5020,1
323669,F25646,1
323673,F26474,1
323762,,0
323777,F23322,1
32378,F14189,1
323803,F23422,1
323837,,0
323838,,0
323859,F27440,1
323861,F27441,1
323870,,0
323923,,0
324096,,0
324130,,0
32428,F20207,1
324519,F27443,1
324520,F28495,1
32453,F23839,1
324556,F5123,1
324557,F5631,1
324578,F19395,1
324583,,0
324586,,0
324594,F8787,1
324660,F23725,1
324669,,0
324700,F28175,1
324739,,0
324754,F22907,1
324761,,0
324767,,0
324773,F24390,1
324774,,0
324776,,0
324785,,0
324787,,0
324792,,0
324799,,0
324804,F15905,1
324805,,0
324809,,0
324811,,0
324812,,0
324813,,0
324814,,0
324815,,0
324816,,0
324817,,0
324820,F9738|F722|F1270|F1274,4
324825,F42491,1
324831,,0
324834,F10081|F10187|F15899|F15900|F727,5
324835,,0
324841,F42492,1
324850,,0
324878,,0
324879,,0
324881,,0
324882,,0
324886,,0
324985,,0
324990,,0
324999,,0
325003,,0
325005,,0
325007,,0
325052,,0
325328,,0
325347,F23141,1
325350,F41402|F41402|N50100|F41402|N50100,5
325352,F35691|F41816,2
325354,F25664,1
325360,F27523,1
325361,,0
325431,F2185,1
32548,,0
325633,,0
325642,F1889,1
325644,,0
325645,F24646,1
325646,,0
325650,,0
325694,F10974|F741|F9984|F1260,4
325699,F10133|F9342|F9322|F9363|F9499|F9342|F9322|F9363|F9499|F4305,10
325701,F10133|F9342|F9322|F9363|F9499|F9342|F9322|F9363|F9499|F3361|F3341,11
325705,F10081|F10187|F1363,3
325706,F10081|F10187,2
326013,,0
326017,,0
326091,,0
326097,,0
326180,F18204,1
326223,,0
326245,F19540,1
32629,,0
326324,,0
326341,F19901,1
326342,F20364,1
326343,F20366,1
326344,F20365,1
326345,F18837,1
326346,F19175,1
326347,F19933,1
326349,F19171,1
326350,F18857,1
326351,F18853,1
326355,,0
326361,,0
326403,F42066,1
326424,,0
326430,,0
326438,,0
326459,,0
326461,,0
326466,,0
326468,,0
326477,F28420,1
326478,F28123,1
326479,F28119,1
326480,F28419,1
326486,F28421,1
326541,,0
326547,F25732,1
326626,,0
326645,F17761,1
326673,F28607,1
326709,F34825,1
326721,F34819,1
326727,,0
326761,F34830,1
326773,F19531,1
326781,F26194,1
326823,F26693,1
326825,F26193,1
32687,,0
326908,F34795,1
326925,,0
326939,,0
326957,F42589,1
326999,F9244|F9324|F9324,3
327421,,0
327427,,0
327455,F24993,1
327459,F24433,1
32746,,0
327461,F27544,1
327465,F27545,1
327554,F2185|F2174,2
327555,F28489,1
327564,F20877,1
327627,,0
327732,,0
327835,F662|F584|F584|F2143|F2140,5
327836,,0
328029,,0
328054,F38840,1
328075,F28695,1
328086,F38115,1
328090,F38116,1
32814,F23930,1
328149,,0
328161,F1736|F1461|F1965|F36800,4
328232,,0
328254,,0
328255,F3896,1
328293,,0
328453,,0
328455,F28258,1
328607,F28212,1
328726,F28290,1
328732,F20782,1
328783,F28667,1
329016,F22517,1
329033,F22514,1
329038,F23001|F22457,2
329114,,0
329158,,0
329163,,0
329168,,0
329174,,0
329223,,0
329231,F28665,1
329317,F6107,1
329325,,0
329397,F22516,1
329410,,0
329419,F23964,1
329421,,0
329438,F26573,1
32944,,0
329448,,0
329462,,0
329464,,0
329473,,0
329476,,0
329491,,0
329495,,0
329498,,0
329505,,0
329582,,0
329610,,0
329623,,0
329630,,0
329649,,0
329650,,0
329662,,0
329670,,0
329809,,0
329812,,0
329824,,0
329827,F28666,1
329841,F11949,1
329855,F12013,1
32987,F14164,1
330007,F9313|F9241|F9536|F9380|F9602,5
330062,F34998,1
330074,F35019,1
330141,F9783|F1129,2
330236,F37393,1
330238,F11749,1
330263,F38708,1
330268,F35193,1
330422,,0
330428,,0
330441,F39970,1
330466,,0
330510,F28352,1
330555,,0
330603,,0
33082,F18527,1
330842,,0
330936,,0
330944,F5440|F14831|F14647,3
331321,,0
331335,,0
331343,,0
331352,,0
331371,,0
331376,,0
331385,F12183,1
331388,F12225,1
33145,F17407,1
331455,,0
33146,F17406,1
331549,,0
331550,,0
331555,F41242|F41049|F36618|F36282,4
331608,F41680|F35976|F37225|F36637,4
331613,F36198|F36199|F41680|F35976|F37225|F36637,6
331616,F36551|F35743|F41308|F41364,4
331618,F41797|F41410|F36551|F35743|F41308|F41364,6
331619,F41308|F41364|F41235|F41626,4
331620,F35974|F35975|F41585|F41344,4
331651,,0
331658,F28669,1
331716,,0
331781,,0
33188,,0
33189,,0
331906,F22477,1
331911,,0
331921,F22511,1
331939,F33527,1
331948,,0
331951,,0
331959,,0
331967,,0
331991,F37256,1
332245,,0
332254,,0
332284,,0
332306,,0
332326,,0
332346,F28652,1
332421,F18208,1
332424,F19539,1
332429,F19915,1
332431,F19899,1
332443,F36758,1
332463,,0
332515,,0
332550,F9785|F1165|F7704|F7892,4
332553,F4603|F1500|F16874,3
332555,F6668,1
332567,F12826|F9786|F10092|F9469,4
332568,F9532|F9471|F9785|F9483,4
332688,F32683,1
332731,,0
332761,,0
332989,F11858,1
332991,F38939,1
333002,,0
333004,,0
33301,F1594|F1610,2
333041,,0
33307,F9546|F10417,2
33311,F10419,1
333144,,0
333201,F10784|F3925,2
333233,,0
333255,F3116,1
333257,,0
333263,F11886,1
333269,F16369,1
33331,F9711,1
33332,F9482|F9371|F9601,3
33333,F9816|F10242|F9798,3
33334,F9704|F9485|F9613,3
333364,F9342|F9322|F9363|F9499|F506|F9738|F722,7
333376,F9982|F796|F1990|F1989,4
333438,,0
333480,,0
333496,,0
333575,F10388|F9458,2
333612,,0
333683,F2901,1
333707,,0
333728,,0
333736,,0
333739,,0
333744,,0
333904,,0
334087,,0
334132,,0
334150,,0
334178,,0
334184,F27846,1
334187,F25305,1
334191,,0
334197,F21950,1
334202,,0
334211,,0
334265,,0
334398,,0
334408,F4834,1
334616,,0
33464,F9731|F744,2
334661,F10137|F10496|F9572|F2833,4
334785,F38478,1
334789,F11718,1
334910,,0
334925,,0
334927,,0
334948,F13887,1
334949,F13885,1
334950,F13888,1
334951,F13884,1
334953,F13883,1
335115,F30065,1
335231,F38955,1
335291,F24712|F26188,2
335296,F19523|F8509|F8612,3
33535,F9482|F9925,2
335385,F15919|F5324,2
335388,F3327|F10317|F742|F9743,4
335402,F9313|F9241|F9536|F1386,4
335415,,0
335496,,0
335500,,0
335525,,0
335534,F3327|F10317|F742|F9743,4
335573,F27952,1
335700,,0
335701,,0
335702,,0
335703,,0
335704,,0
335706,,0
335708,,0
335709,,0
335710,,0
335711,,0
335712,,0
335741,,0
335763,,0
335767,,0
335768,F571|F810|F1482|F1483,4
335769,F1485|F9464|F9944,3
335770,F10029|F1066|F4107|F1485|F9464|F9944,6
335772,F10029|F1066|F4107|F5174,4
335775,F10029|F1066|F4107|F2359|F4469,5
335781,F1421,1
335788,F1421,1
33579,F1251,1
335790,F1421,1
335791,F1421,1
335796,,0
335913,,0
335915,,0
335917,,0
335920,,0
335921,,0
335923,,0
335924,,0
335925,,0
335928,,0
335941,,0
335942,,0
335972,,0
335977,,0
335979,,0
335981,,0
336002,,0
336097,,0
336116,,0
336126,,0
336132,,0
336191,F1443,1
336388,,0
336537,F14770,1
336541,F28121,1
336559,F14795,1
336573,F14805,1
336590,F14806,1
336601,F14769,1
336608,F9810|F9883|F3074|F2767,4
336609,F9810|F9883|F569|F1484,4
336610,F14796,1
336611,F10436|F9882|F9285|F9250|F9944|F9464|F9944,7
336612,F10029|F1066|F3198,3
336613,F1480|F1071|F9810|F9883|F1068,5
336615,F9285|F9250|F9944|F9464|F9944|F3570|F3568,7
336620,F14567,1
33677,,0
33680,,0
336800,,0
33681,,0
336954,F4371,1
336967,F5961,1
336972,F5963,1
337049,,0
337050,,0
337059,,0
337063,,0
337064,,0
337068,,0
337070,,0
337077,,0
337119,F27213,1
337122,F27214,1
337130,F8541,1
337153,N-1,1
337196,,0
337411,,0
337478,F2263,1
337527,,0
337550,F20246,1
337576,F41321|F41320,2
337766,,0
337776,,0
337833,F35796|F36778,2
337882,,0
337883,,0
337884,,0
337888,,0
337892,,0
337896,,0
337899,,0
337922,,0
338238,,0
338290,F16280|F16145,2
338298,F16285,1
338311,F16286,1
338312,F9439,1
338426,,0
338442,,0
338446,,0
338530,F14419,1
338533,F23195,1
338535,,0
338549,,0
338567,,0
338674,F9727|F12969,2
338724,F19548,1
338736,F20785,1
338786,F9421|F9676|F1072|F10028|F10404|F10403,6
338787,F9285|F9250|F9944|F9464|F9944,5
338792,F9285|F9250|F571|F810,4
338816,F572|F1778|F1485|F9464|F9944,5
338823,F10029|F1066|F10029|F1195,4
338837,F1675|F10348|F2628|F3077|F2627,5
338840,F10436|F9882|F2629|F9285|F9250|F41438,6
338842,F10029|F1066|F4107|F9285|F9250|F3079,6
338861,,0
338894,,0
338897,,0
338905,,0
338913,F22877,1
338977,,0
339002,F9342|F9322|F9363|F9499|F9342|F9565,6
339011,F9884|F9677|F2629|F9421|F9676|F1072|F10028|F10404|F10403,9
339014,F9628|F10405|F10402|F573,4
339016,F10412|F2286|F1443|F1819,4
339017,F10412|F2286|F1443|F1819,4
339018,,0
339019,F9528|F9904|F1094|F10041,4
339021,F9528|F9904|F5111|F912|F2669,5
339023,F10412|F2286|F10412|F2674,4
339025,F9528|F9904|F912|F2669|F9891|F9894|F35661|F9805|F609|F610,10
339027,F10412|F4197|F3607|F4076,4
339029,F9528|F9904|F10412|F2286|F1443|F1819,6
339033,F9895|F10058|F850|F1085,4
339035,F9528|F9904|F5111|F912|F2669,5
339042,,0
339123,F10681,1
339127,,0
339131,F14181,1
339134,F14532,1
339187,,0
339189,F38664,1
339190,,0
339192,F38450,1
339193,,0
339194,,0
339199,,0
339200,F38457,1
339202,,0
339204,F38134,1
339205,,0
339206,,0
339209,,0
339211,,0
339213,F38663,1
339214,,0
339215,,0
339218,F38455,1
339220,,0
339222,,0
339238,,0
339241,,0
339251,,0
339269,F5399,1
339273,F5396,1
339274,,0
339349,,0
339366,F34751,1
339402,,0
339467,,0
339518,,0
339519,F8307,1
339568,,0
339718,,0
339781,,0
339794,,0
339807,,0
339808,,0
339810,,0
339813,,0
339815,,0
339891,,0
339892,F38214,1
339927,,0
339928,F19194,1
339929,,0
340025,,0
340030,,0
340035,,0
340041,,0
340043,,0
340059,F10273|F10272,2
340255,,0
34035,,0
340390,,0
340504,,0
340505,,0
340506,,0
340507,,0
340508,,0
340512,,0
340576,,0
340581,,0
340584,F39866,1
340606,,0
34068,F17303,1
34070,F3241,1
34072,F3239,1
34073,,0
340772,F28297,1
34079,F41902,1
340811,F28615,1
340815,F27396|F26417,2
340832,,0
340886,,0
340942,F875|F10069|F1117|F653,4
340945,F19903,1
341241,,0
341268,,0
341302,F3416|F2033|F2030,3
341502,,0
341536,,0
341550,,0
341851,F2393|F3323,2
341964,F20382,1
341966,F29128,1
342272,,0
342301,F20855,1
342351,F18692,1
342451,,0
342458,,0
342469,,0
34248,,0
342512,F11372,1
342531,F9355|F10148|F35385|F10148|F35385,5
34258,,0
342585,F4714,1
342594,,0
342611,F11503,1
342614,,0
342616,,0
342618,,0
342620,,0
342621,,0
342623,,0
342625,,0
342627,,0
342677,F28661,1
342789,,0
342800,,0
342816,,0
342838,,0
342843,,0
342848,,0
342851,,0
342856,,0
342867,,0
342872,,0
342875,,0
34288,,0
342881,,0
342891,,0
34290,,0
34301,,0
343072,,0
343081,F28662,1
343144,,0
34318,,0
343194,F37757,1
343198,F18067,1
343285,,0
343287,,0
343290,,0
343292,,0
343293,F36472|F36287,2
343294,,0
343295,F5778,1
343296,,0
343298,F31094,1
343301,,0
343302,,0
343303,,0
343305,,0
343307,,0
343384,F35477,1
343390,F12796|F12848|F12818|F12887|F12827|F12911|F527|F1316,8
343483,F35479,1
343489,F37756,1
343490,F37751,1
343519,,0
343520,,0
343522,,0
343532,,0
343556,F9398|F9271|F2011|F2066,4
343559,F28100,1
343563,F525|F9575|F9574|F10154,4
343582,,0
343612,F26326|F34946|F23537|F19207,4
343618,,0
343627,,0
343629,,0
343633,,0
343670,F8352,1
343676,,0
343692,,0
343749,F38958,1
343758,,0
343762,F9982|F501|F2098,3
343768,F9982|F501|F2098,3
343774,F9982|F501|F2098,3
343777,F2876|F9982|F501|F2098|F1257|F1591,6
343794,F1998,1
343801,F3354,1
343806,,0
343809,F3841,1
343835,,0
343839,F504|F9728|F1007,3
343842,F504|F9728,2
343848,F3844,1
343854,F4329,1
343863,F3834,1
343866,F3824,1
343875,F15192,1
343878,F15191,1
343880,F15193,1
343886,F15190,1
343991,F35478,1
344038,F2229|F1476|F10084|F10005|F10005,5
344167,,0
344174,F27854,1
344184,F27855,1
344204,F34946|F23537|F24361|F18905,4
344304,,0
344350,F28674,1
344393,F9982|F501|F2098|F10134|F9986,5
344401,F9982|F501|F2098|F2423|F3306,5
344412,F23977,1
344432,,0
344465,F15848|F15843|F1174|F659,4
344575,F10070|F10237|F657,3
344600,,0
344605,,0
344612,F19017,1
344613,F18236,1
344614,F18235,1
344631,,0
344643,,0
344649,F874|F1118|F11428,3
344669,,0
344683,F27211,1
344690,F27212,1
344694,F20326,1
344697,F525|F9575|F10350|F525|F9575|F10350,6
344700,F27208,1
344704,F27209,1
344707,,0
344708,,0
344711,,0
344723,,0
344732,F3229|F10137|F10109|F9444|F9734|F1606,6
344735,F3354,1
344787,,0
344790,,0
344797,,0
344802,,0
344804,,0
344805,,0
344821,F262,1
344838,,0
344962,F1421,1
345011,,0
345013,F5209,1
345019,,0
345027,,0
345029,,0
345030,F9871|F9678|F9872|F9941,4
345043,,0
345046,F16395,1
345051,F16396,1
345065,N46888|F9872|F9941|F9871|F9678|F9872|F9941|F9872|F9941,9
345123,F261,1
345142,,0
345413,,0
345489,F4540,1
345495,F16397,1
345497,F16398,1
345498,F16394,1
345499,F8464,1
345509,F8620,1
345514,F16401,1
345517,F4539,1
345578,F41252|F1051|F41493,3
345585,F4541,1
345628,F16410,1
345641,F10983|F10791,2
345699,F16419,1
345710,F16421,1
345715,F9871|F9678|F9872|F9941,4
345719,F16425,1
345751,F14090,1
345761,F14263,1
345762,,0
345767,,0
345769,F4000|F41644|F41281|F36824|F10303|F10235|F9697|F10037|F10037,9
345783,,0
345788,F28663,1
345807,,0
345808,F10303|F10235|F9697|F10037|F10037|F4000|F41644|F41281|F36824|F10303|F10235|F9697|F10037|F10037,14
345812,,0
345813,,0
345817,F10303|F10235|F9697|F10037|F10037|F4000|F41644|F41281|F36824|F10303|F10235|F9697|F10037|F10037,14
345827,,0
345831,,0
345839,,0
345840,F8011,1
345849,,0
345858,,0
345869,,0
345874,,0
345878,,0
345904,F18793,1
345926,F23251,1
345951,F5387,1
345975,F28427,1
346134,F11355,1
346145,F16392,1
346168,,0
346221,F27650,1
346307,,0
346312,,0
346315,F27644,1
346325,F19397|F18713,2
346326,F19397|F18713,2
346335,F3401,1
346337,,0
346356,F2310|F37701|F1590|F10161,4
346461,F19193,1
346469,F20995,1
346530,F35007,1
346532,F35008,1
346540,,0
346570,,0
346599,,0
346896,F19649,1
346900,F18641,1
346903,F18999,1
346935,F20120,1
346957,F20507,1
346981,F18637,1
346984,F18638,1
346988,F28668,1
347008,,0
347012,F18642,1
347028,F1421,1
347030,F1421,1
347034,F1421,1
34704,,0
347044,F1421,1
347052,F1421,1
347062,F1421,1
347064,F1421,1
347075,F1421,1
347091,,0
347096,F1421,1
347099,F1421,1
347101,F1421,1
347129,,0
347136,,0
347138,,0
347141,,0
347142,,0
347145,,0
347146,,0
347152,,0
347156,,0
347159,,0
347161,,0
347199,F12679,1
347320,,0
347339,F5077|F10064|F10247|F9313|F9241|F9536|F1386,7
347353,,0
347429,F11842,1
347558,,0
347561,,0
347563,,0
347566,,0
347571,,0
347576,,0
347578,,0
347584,,0
347585,,0
347637,,0
347746,F4000|F41644|F41281|F36824|F10303|F10235|F9697|F10037|F10037|F36512|F36640|F41644|F41281|F36824,14
347752,F4000|F41644|F41281|F36824|F10303|F10235|F9697|F10037|F10037|F36512|F36640|F41644|F41281|F36824,14
347828,,0
347852,F14929,1
347861,,0
347983,,0
347988,,0
347992,,0
347993,F17553,1
347994,,0
347998,,0
347999,,0
348004,,0
348006,,0
348012,,0
348021,,0
348042,,0
348048,,0
348073,,0
348095,F23979,1
348174,,0
348185,,0
348189,,0
348196,,0
348207,,0
348218,,0
348245,F6000,1
348335,F12601,1
348461,,0
348564,F3830,1
348596,F28093,1
348653,,0
348676,F28673,1
348696,,0
348704,,0
348706,,0
348711,,0
348712,,0
348714,,0
348715,,0
348731,,0
348744,F28659,1
348782,,0
348932,,0
348934,,0
348951,,0
348985,F24587,1
349008,,0
349022,,0
349038,,0
349071,F16408,1
349100,F16406,1
349104,F24586,1
349172,F25792,1
349183,,0
349203,,0
349205,,0
349208,,0
349224,,0
349229,,0
349235,,0
349240,,0
349244,,0
349247,,0
349360,,0
349412,,0
349414,,0
349446,F652|F15914|F15911,3
349456,F10470|F10463,2
349483,F13527|F13509|F13547|F13552,4
349490,F13648|F22869,2
349545,F39796,1
349567,F24613,1
349647,,0
349671,F25728,1
349724,,0
349725,,0
349726,,0
349766,,0
349902,,0
349913,F25729,1
349919,,0
34999,,0
350004,,0
350101,F26594,1
350161,,0
350190,F26595,1
35023,,0
35026,,0
350353,,0
350358,,0
350402,F28660,1
350437,F25888,1
350785,F28120,1
350987,F28670,1
351071,F20577,1
351094,F22191,1
351226,,0
351268,F38347,1
351377,,0
351448,,0
351472,,0
351477,,0
351573,,0
351592,F2174,1
351639,,0
351691,,0
351885,F19954,1
351914,F4847,1
351973,,0
351978,F26837,1
351990,F25128,1
351995,F42523,1
352001,F42520,1
352005,F14810,1
352039,F40949,1
352113,,0
352124,,0
352137,,0
352148,,0
352150,,0
352153,,0
352181,,0
352205,F42500,1
352219,F42525,1
352223,F26743,1
352230,F42663,1
352303,F42526,1
352343,F26744,1
352373,,0
352413,F9349|F9232|F1089,3
352417,F9349|F9232|F10209|F10268,4
352418,F9349|F9232|F10209|F10268,4
352506,,0
352551,F2133|F1754,2
352563,F3655,1
352571,F2133|F1754,2
35260,F27699,1
352604,F26190|F27216,2
352618,F26191|F27215,2
35266,F32663,1
35267,F32664,1
35270,F33312,1
352749,,0
35275,F29585,1
352750,,0
352755,F5272,1
352761,F10199|F9795|F1740,3
352840,F20974,1
352845,F42531,1
352848,F42512,1
