img_id,pg_id,blood,blood_id,blood_name
345011,2009-26-247780,曼德斯,2003-26-087032|2003-26-090214,曼德斯
345013,CHN2014-06-167011,胡本原棚“布兰妮同辈直子,B11-6332704,胡本原棚“布兰妮同辈直子
345019,2013-26-269980,曼德斯X胡本,2003-26-087032,曼德斯X胡本
345027,13-20-036666,詹森,B00-6448062|B10-6246137|B91-6227456|B92-6162746|B98-6278036|B98-6278076|B98-6589969|D02098-01-076|D05080-01-470|D05080-04-992,詹森
345029,12-20-013391,詹森,2011-20-239464|B00-6448062|B10-6246137|B91-6227456|B92-6162746|B98-6278036|B98-6278076|B98-6589969|N01-1115345|N01-1115357|N06-1545720|N09-2064601,詹森
345030,C14-14-017111,,11-03681911|2009-14-055487|B00-5143517|B00-5244073|B00-6178544|B03-5062953|B06-5010619|B06-5010638|B08-5002089|B94-6108650|B96-6038445|B96-6038485|B96-6938419|D01232-02-568,
345043,20-13-036668,詹森,2011-20-239464|B00-6448062|B10-6246137|B91-6227456|B92-6162746|B98-6278036|B98-6278076|B98-6589969|N01-1115345|N01-1115357|N06-1545720,詹森
345046,C14-14-017126,,2011-14-119250|2012-14-102730|2013-14-0285142013|B05-5221487|B06-5010638,
345051,C14-14-017136,,2012-14-072838|B00-6178544|B06-5010638|D01232-02-568,
345065,C14-14-017142,,2012-14-072976|B00-5143517|B00-5244073|B00-6178544|B03-5062953|B06-5010619|B06-5010638|B08-5002089|B2003-5063091|B94-6108650|B96-6038445|B96-6038485|B96-6938419|B99-5268087|B99-5268097,
345123,AU2012-JWC-12633,超级73,2014-22-1223969|2014-22-1360892|2014-22-1370765|2015-22-07426392015|2015-22-0742672,超级73
345142,2014-06-088889,戈马利,2008-06-037373|B2005-2143149,戈马利
345413,2013-08-323263,霍夫肯,2001-33-022115|2007-08-213300|2012-08-023070|2016-08-0260035|2016-08-0260036|2016-08-0301048|2017-08-0007039,霍夫肯
345489,B10-6065396,凡艾尔沙克吉普森,B78-6226371|B81-6603197|B84-6336723,凡艾尔沙克吉普森
345495,C14-14-017144,,10-14-036759|B00-4066027|B00-4066052|B02-4247662|B02-4478695|B04-4431710|B04-4433009|B05-4045080|B05-4154560|B05-4333735|B07-4332358|B07-4332379|B2010-2211428|B91-4261261|B92-4315173|B93-4429362|B95-4192444|B97-4263028|B99-4365079,
345497,C14-14-017145,,2012-14-07296111|B93-4429362|B97-4263028|B99-4365079,
345498,C14-14-017125,,2011-14-119250|2012-14-102730|2013-14-0285142013|B05-5221487|B06-5010638,
345499,B2010-6164116,福洛森“13配对”直女,B84-6418022|B90-6141897|B92-6288850|B94-6346206|B98-6398007|B98-6398008|B98-6398009|B99-6542294,福洛森“13配对”直女
345509,B2011-6326461,福洛森,B84-6418022|B90-6141897|B92-6288850|B94-6346206|B98-6398007|B98-6398008|B98-6398009|B99-6542294,福洛森
345514,C14-14-019723,,2012-14-072838|B00-6178544|B06-5010638|D01232-02-568,
345517,B10-6065368,凡艾尔沙克吉普森,B78-6226371|B81-6603197|B84-6336723,凡艾尔沙克吉普森
345578,NL2012-1837948,约翰.范海尔,B02-5099601|B04-5199512|N03-1425717|N12-1837948|N94-2057306|N97-1887374,约翰.范海尔
345585,B10-6065422,凡艾尔沙克吉普森,B78-6226371|B81-6603197|B84-6336723,凡艾尔沙克吉普森
345628,C14-14-110492,福乐*桑杰士,12-14-102704|2008-03-330353|2010-14-025964|B00-6527968|B02-6243440|B04-6431082|B05-6040396|B05-6444303|B06-6330000|BLG2003-6147274|BLG2008-6192114,福乐*桑杰士
345641,BE13-4001081,,B05-4408025|B07-4014480,
345699,C14-14-113723,,06-03-011111|2008-03-330353|2008-03-333993|2010-14-036773|BLG03-6147190,
345710,C14-14-113729,,B00-6178544|D01232-02-568,
345715,C14-14-113760,,B00-5143517|B00-5244073|B00-6178544|B03-5062953|B06-5010619|B06-5010638|B08-5002089|B94-6108650|B96-6038445|B96-6038485|B96-6938419|D01232-02-568,
345719,C14-14-113788,,B00-6178544|D01232-02-568,
345751,BELG2008-4222630,安东尼.本诺特“塞米”,2014-01-720345|2014-01-722332|2015-01-0103010|2015-01-0103022|B02-6404729|B04-4144703|B97-4063747|BLG2008-4222630|BLG2009-4090985,安东尼.本诺特“塞米”
345761,BELG2009-4090985,安东尼.本诺特“塞米”,2014-01-720345|2014-01-722332|2015-01-0103010|2015-01-0103022|B02-6404729|B04-4144703|B97-4063747|BLG2008-4222630|BLG2009-4090985,安东尼.本诺特“塞米”
345762,2014-32-626649,摩里斯、卡萨,2011-33-029877|B02-9071645|B04-9134328|B05-9029255|B05-9029259|B98-9147007,摩里斯、卡萨
345767,,,1999-50-394619|2000-142457|2005-09-023258|2007-09-329203|2007-32-807352|2011-09-347888|2014-19-254238|B05-6085591|B06-6307732,
345769,CHN2012-01-973580,超级53,11-04-757775|B02-6175791|B04-6177653|B09-6047528|D07-08857-401|N07-1183432,超级53
345783,15-29-0065665,恩格斯系343配山普森/（台詹森),11-29-198002|11-29-198154|14-29-269021|15-29-0065665|9212-29-081492|B07-6110234|B10-6166343,恩格斯系343配山普森/（台詹森)
345788,CHN2014-22-1223980,超级73/詹森,10-22-1361462|2010-01-797667|2012-22-1810877|2012-22-1815789|2012-27-113636|2013-22-0316522013,超级73/詹森
345807,2014-07-103337,穆利门,2008-06-137766|2009-33-095647,穆利门
345808,CHN2013-01-916101,阿特玛兄弟“超级53”直孙,11-04-757775|12-01-973577|B02-6175791|B04-6177653|N07-1183431|N07-1183432,阿特玛兄弟“超级53”直孙
345812,16-29-0123917,恩格斯231系配020系电脑,07-29-016869|12-08-336031|13-08-018825|14-29-302148|14-29-305410|16-29-0123917|B00-6272299|B10-6166322,恩格斯231系配020系电脑
345813,2014-06-082268,胡本*瓦特,2010-01-1016806|2013-06-116686,胡本*瓦特
345817,CHN2013-01-916136,阿特玛兄弟“超级53”直孙女,11-04-757775|12-01-973577|B02-6175791|B04-6177653|N07-1183431|N07-1183432,阿特玛兄弟“超级53”直孙女
345827,16-29-0090259,恩格斯392系/恩格斯377系近亲,11-29-198082|12-29-080614|13-29-130348|16-29-0090259|B04-6231730|B10-6166392,恩格斯392系/恩格斯377系近亲
345831,,,12-09-176595|12-09-340625|12-09-391618|12-09-451192|13-09-176101|13-09-176102|13-09-209202|13-09-209203|13-09-218735|13-09-218743|13-09-250911|13-09-250921|14-09-211385|14-09-211390|14-09-211395|14-09-216803|14-09-401841|14-09-424655|14-09-424657|14-09-438700|14-09-438707|14-09-534855|14-09-534856|15-09-0243095|16-09-0419059,
345839,,,14-09-405636|15-09-0250577|16-09-0536711|17-09-0181517|2017-09-0458218|2018-09-0302609,
345840,B2005-2148055,胡本x盖比,B1997-3157382|B1997-3157383|B2000-6156432|B2004-2294977|B2004-6276543,胡本x盖比
345849,14-29-299662,金底红砂女677X迪沃斯孙,10-29-050258|13-29-130677|14-29-299662,金底红砂女677X迪沃斯孙
345858,17-29-0203285,飞戈海蒂948直系/盖比,12-29-081135|17-29-0203285|2010-08-011057|2010-08-019282|2010-08-252133|2010-08-262226|2011-08-256426|2011-08-258205|2012-08-020120|2013-08-380740|2013-08-380767|2513-08-018825|400-500-500|B1991-2306167|B1993-2097164|B1997-2076191|B1998-2431622|B83-2350020|N2008-1760948|N95-2717967,飞戈海蒂948直系/盖比
345869,14-29-266149,（金底红砂X电脑535女）X金底红砂女九名,09-29-118576|10-29-130032|12-29-080614|12-29-088927|14-29-266149,（金底红砂X电脑535女）X金底红砂女九名
345874,15-29-0081873,范德佛拉斯/威联吉尔特,10-29-020005|10-29-050138|15-29-0081873,范德佛拉斯/威联吉尔特
345878,17-29-0201401,恩格斯178系X恩格斯231系,01-29-008063|03-29-000903|04-29-030034|05-29-000793|09-29-105302|09-29-105375|11-29-180615|11-29-198061|11-29-198081|11-29-198082|11-29-198192|12-29-062002|12-29-062078|12-29-062189|12-29-062199|12-29-080610|13-29-130356|13-29-178043|13-29-178044|14-29-299663|15-29-0065707|16-29-0123818|17-29-0201401|B00-6272299|B01-6153558|B03-6226034|B04-6231763178|B10-6166322|B10-6166377|B94-6495178,恩格斯178系X恩格斯231系
345904,CHN09-03-678937,林波尔系,09-03-678937,林波尔系
345926,CHN2006-04-228889,詹森系,2006-04-228889,詹森系
345951,B12-3162823,盖比,B02-3003592|B03-1354201|B04-4284156|B05-4082656|B07-3199952|B09-3095066|B12-3162823,盖比
345975,CHN2014-11-044159,速霸龙X里奥-赫尔曼斯,2014-11-044160,速霸龙X里奥-赫尔曼斯
346134,BE10-3029700,,B07-3078365|B08-3145259,
346145,C14-14-017101,,12-14-102704|2008-03-330353|2009-14-06464110,
346168,,,06-03-318618|06-03-516025|B2000-5150609|B96-5090228,
346221,CHN2013-22-904935,超级73/詹森,08-22-1143886|2011-22-14110572011|2011-22-1641712011|2011-22-364451|2013-22-9048422013|2013-22-9049352013,超级73/詹森
346307,2012-15-300288,桑杰士,2011-15-190364,桑杰士
346312,2011-15-190376,桑杰士,2009-15-224132,桑杰士
346315,CHN2013-22-840125,速霸龙,09-01-897556|11-22-1641912012|2010-22-1361170|2011-22-14104742013|2011-22-1411097|2012-22-338737|2012-27-113636|2013-01-559603|2013-22-840125,速霸龙
346325,CHN2012-01-973599,芬尼卡5000,09-01-500774|10-60-665000|11-01-629909|B01-6523348|B99-6381018,芬尼卡5000
346326,CHN2012-01-973555,芬尼卡5000,09-01-500774|10-60-665000|11-01-629909|B01-6523348|B99-6381018,芬尼卡5000
346335,B08-4216099,班尼史蒂文,B03-4328989|B03-4329022|B08-4216099,班尼史蒂文
346337,2012-03-928571,詹森荷比冠军家族,04-03-363661,詹森荷比冠军家族
346356,CHN2014-01-720016,凡戴克+飞戈,11-04-757111|B04-3099198|B05-6453376|B07-6378086|B98-4298129|N09-1084832,凡戴克+飞戈
346461,CHN10-09-417427,爱亚卡普詹森,N01-2358664|N03-1913098|N05-2102406|N79-1953489|N88-2451786|N91-1032695|N93-1480707|N93-2213664|N95-1392071|N96-1633588|N97-2091160|N98-2030356|N98-5834502|N99-1870766,爱亚卡普詹森
346469,CHN14-32-176918,阿尔伯特.马赛利斯X詹森,14-32-176918|2006-04-228889|2008-06-302010,阿尔伯特.马赛利斯X詹森
346530,DV2012-01217-232,凡戴克,B95-6426005,凡戴克
346532,DV2012-01217-368,凡戴克,B95-6426005,凡戴克
346540,2009-08-225559,鲁道克拉森,14-08-297403|2012-08-030982|2014-08-348139|2015-08-0041008|2017-08-0085140|2017-08-0085473|2018-03-0007545|2019-03-0012889|2019-03-0012890|2019-03-0012932|2019-03-0012948|2019-03-0012998|2019-03-0012999,鲁道克拉森
346570,2014-10-888827,御林军,2014-10-888828,御林军
346599,2014-10-888828,御林军,2014-10-888827|2014-10-888828,御林军
346896,CHN11-16-307022,詹森黄金血系,2007-16-013326|BLG2003-2101099,詹森黄金血系
346900,CHN08-16-037031,,2005-16-021955|2007-16-013326,
346903,CHN09-26-191091,,2005-26-090188|B1999-4478668|B2000-1017179|B2005-3191087|N1999-1195864|N2002-1294169,
346935,CHN12-32-1228105,,2004-26-000031|B94-6261285|B97-6330043,
346957,CHN13-16-012117,,07-16-013326|2009-26-104493,
346981,CHN08-16-023350,,2007-16-025880|2007-16-025891,
346984,CHN08-16-023355,,2005-16-037805|2007-16-025889,
346988,CHN2014-22-1360836,超级73/凡龙,2010-32-591986|2010-32-591987|2011-32-0152332012|2012-01-559617,超级73/凡龙
347008,,,2004-26-000031|B94-6261285|B97-6330043,
347012,CHN08-16-067673,,2005-16-037805|2006-16-007514,
347028,BELG2014--6304992,佛罗.恩格斯,B00-6272135|B01-6153558|B02-2214103|B03-6226034|B78-6084723|B81-6578304|B86-6616231|B89-6324103|B90-6237584|B93-6529698|B94-6495178|B95-6508036|B97-6362086|B98-6396513|B99-6151734|N03-5343024,佛罗.恩格斯
347030,BELG2014--6304966,佛罗.恩格斯,B00-6272135|B01-6153558|B02-2214103|B03-6226034|B78-6084723|B81-6578304|B86-6616231|B89-6324103|B90-6237584|B93-6529698|B94-6495178|B95-6508036|B97-6362086|B98-6396513|B99-6151734|N03-5343024,佛罗.恩格斯
347034,BELG2014--6304956,佛罗.恩格斯,B00-6272135|B01-6153558|B02-2214103|B03-6226034|B78-6084723|B81-6578304|B86-6616231|B89-6324103|B90-6237584|B93-6529698|B94-6495178|B95-6508036|B97-6362086|B98-6396513|B99-6151734|N03-5343024,佛罗.恩格斯
34704,,,1999-09-105615|2002-09-198771|2013-19-089363,
347044,BELG2014-6304972,佛罗.恩格斯,B00-6272135|B01-6153558|B02-2214103|B03-6226034|B78-6084723|B81-6578304|B86-6616231|B89-6324103|B90-6237584|B93-6529698|B94-6495178|B95-6508036|B97-6362086|B98-6396513|B99-6151734|N03-5343024,佛罗.恩格斯
347052,BELG2014--6022652,佛罗.恩格斯,B00-6272135|B01-6153558|B02-2214103|B03-6226034|B78-6084723|B81-6578304|B86-6616231|B89-6324103|B90-6237584|B93-6529698|B94-6495178|B95-6508036|B97-6362086|B98-6396513|B99-6151734|N03-5343024,佛罗.恩格斯
347062,BELG2014--6022833,佛罗.恩格斯,B00-6272135|B01-6153558|B02-2214103|B03-6226034|B78-6084723|B81-6578304|B86-6616231|B89-6324103|B90-6237584|B93-6529698|B94-6495178|B95-6508036|B97-6362086|B98-6396513|B99-6151734|N03-5343024,佛罗.恩格斯
347064,BELG2014--6304965,佛罗.恩格斯,B00-6272135|B01-6153558|B02-2214103|B03-6226034|B78-6084723|B81-6578304|B86-6616231|B89-6324103|B90-6237584|B93-6529698|B94-6495178|B95-6508036|B97-6362086|B98-6396513|B99-6151734|N03-5343024,佛罗.恩格斯
347075,BELG2014--6022617,佛罗.恩格斯,B00-6272135|B01-6153558|B02-2214103|B03-6226034|B78-6084723|B81-6578304|B86-6616231|B89-6324103|B90-6237584|B93-6529698|B94-6495178|B95-6508036|B97-6362086|B98-6396513|B99-6151734|N03-5343024,佛罗.恩格斯
347091,CHN08-16-067673雌,詹森黄金血系,2005-16-037805|2006-16-007514,詹森黄金血系
347096,BELG2014--6022972,佛罗.恩格斯,B00-6272135|B01-6153558|B02-2214103|B03-6226034|B78-6084723|B81-6578304|B86-6616231|B89-6324103|B90-6237584|B93-6529698|B94-6495178|B95-6508036|B97-6362086|B98-6396513|B99-6151734|N03-5343024,佛罗.恩格斯
347099,BELG2014--6304954,佛罗.恩格斯,B00-6272135|B01-6153558|B02-2214103|B03-6226034|B78-6084723|B81-6578304|B86-6616231|B89-6324103|B90-6237584|B93-6529698|B94-6495178|B95-6508036|B97-6362086|B98-6396513|B99-6151734|N03-5343024,佛罗.恩格斯
347101,BELG2014--6022999,佛罗.恩格斯,B00-6272135|B01-6153558|B02-2214103|B03-6226034|B78-6084723|B81-6578304|B86-6616231|B89-6324103|B90-6237584|B93-6529698|B94-6495178|B95-6508036|B97-6362086|B98-6396513|B99-6151734|N03-5343024,佛罗.恩格斯
347129,CHN11-16-026821雄,,05-16-037805,
347136,CHN13-16-033895雌,胡本黄金血系,2006-16-053331|2010-16-033158,胡本黄金血系
347138,CHN12-16-076551雌,詹森黄金血系,2007-16-033285|2008-16-0699986,詹森黄金血系
347141,CHN12-16-073772雄,黄金詹森血系,2007-16-033285|2008-16-0699986,黄金詹森血系
347142,CHN13-16-033816雄,詹森黄金血系,2005-16-037805|2007-16-025879,詹森黄金血系
347145,CHN13-16-033848雌,胡本X詹森血系,2006-16-053331|2007-16-013326,胡本X詹森血系
347146,CHN13-16-033900雄,詹森黄金血系,05-16-037805,詹森黄金血系
347152,CHN13-16-033895雌,胡本黄金血系,2006-16-053331|2010-16-033158,胡本黄金血系
347156,CHN09-16-082752雄,詹森黄金血系,2005-16-037805|2007-16-025889,詹森黄金血系
347159,CHN08-16-069986雄,詹森黄金血系,2005-16-037805|2007-16-025879,詹森黄金血系
347161,CHN09-26-191091雌,詹森黄金血系,2005-26-090188|B1999-4478668|B2000-1017179|B2005-3191087|N1999-1195864|N2002-1294169,詹森黄金血系
347199,BE2014-6059308,凡戴克所向无敌,B01-6380245|B02-6035003|B06-60533292008|B06-60533302009|B06-6210297|B08-6065425,凡戴克所向无敌
347320,,,B05-6040327|B05-6105159|B05-6453224|N05-0530226,
347339,B12-6142198,迪克、凡戴克,B00-6485500|B04-6095495|B04-6303936|B04-6470741|B05-6336511|B07-6060416|B08-6374766|B11-6240231|B11-6240234|B12-6142198,迪克、凡戴克
347353,B-13-5151690,,B03-5071029|B03-5071666|B03-5071667|B05-5148313|B06-5150043|B08-5061930|B12-5120409,
347429,BE13-3056164,盖比.凡德纳比,B06-3008003,盖比.凡德纳比
347558,,,2013-03-567799,
347561,,,2013-03-567799,
347563,,,2013-03-567799,
347566,,,2013-03-567799,
347571,,,2013-03-567799,
347576,,,2008-03-181848|2009-03-428861|2009-03-490448|2010-03-575560|2010-03-576986|2010-03-576989|2010-03-576993|2011-03-718313|2012-03-928087|2012-03-928613|2012-03-928614|2012-03-928654|2013-03-567702,
347578,,,2008-03-181848|2009-03-428861|2009-03-490448|2010-03-575560|2010-03-576986|2010-03-576989|2010-03-576993|2011-03-718313|2012-03-928087|2012-03-928613|2012-03-928614|2012-03-928654|2013-03-567702,
347584,,,2008-03-181848|2009-03-428861|2009-03-490448|2010-03-575560|2010-03-576986|2010-03-576989|2010-03-576993|2011-03-718313|2012-03-928087|2012-03-928613|2012-03-928614|2012-03-928654|2013-03-567702,
347585,,,2008-03-181848|2009-03-428861|2009-03-490448|2010-03-575560|2010-03-576986|2010-03-576989|2010-03-576993|2011-03-718313|2012-03-928087|2012-03-928613|2012-03-928614|2012-03-928654|2013-03-567702,
347637,777777777777777,东方不败,2004-03-333310|2004-03-333332|2004-03-333399|2005-03-180188|2006-03-022222|2015-05-0039929|BLG00-4396479,东方不败
347746,CHN2013-01-916138,阿特玛兄弟+考夫曼,11-04-750869|11-04-757775|12-01-973580|D07-08857-401|N07-1183432|N07-1207650,阿特玛兄弟+考夫曼
347752,CHN2013-01-1173169,阿特玛兄弟+考夫曼,11-04-750869|11-04-757775|12-01-973580|D07-08857-401|N07-1183432|N07-1207650,阿特玛兄弟+考夫曼
347828,,,07-10-010788|B02-4376348|B04-3024030|B05-4045062|B98-4276413|B99-4066311,
347852,BELG2012-6236113,胡本,B01-6516466|B05-6448135|B06-6267044|B07-6076351|B08-6314622|B12-6236113|B82-6380346|B87-2297197|B98-6210169,胡本
347861,,,2000-142457|2009-09-432100|B01-4094638|B04-4437279|B06-4081774|B07-4361013|B08-4130344|B08-4130458|B10-4095160|B11-4291405|B11-4291479|B13-4186089|B2000-3279002|B2008-4130473|B2013-4264638|B2014-1120086|B93-3050019|B93-4655123|B95-4611489|B98-6391496|B99-4262210|B99-4262223|N14-4750805,
347983,2009-08-225572,鲁道克拉森,2014-08-3483182014|2017-08-00852452017|2018-08-00773532018|2018-08-00790722018,鲁道克拉森
347988,2009-08-228018,辉煌闪电号,2014-08-348443|2015-08-0040139|2016-08-0009364|2016-08-0171468,辉煌闪电号
347992,2009-08-228096,鲁道克拉森,2013-08-150329|2014-08-297432|2014-08-348298|2015-08-00400712015|2015-08-0040072|2015-08-0040073|2015-08-00401412015|2016-08-0009051,鲁道克拉森
347993,CHN03-17-121496,佛科克,03-17-121496|N09-1232219|N09-1232690,佛科克
347994,2010-08-010376,辉煌闪电号,2017-08-0085244|2018-03-00075412018|2019-06-0789671,辉煌闪电号
347998,11-07-008899,钢铁利摩日×东方不败,2003-03-333338|BLG97-3290841,钢铁利摩日×东方不败
347999,2010-08-279558,帝卢·速霸龙,2013-08-380111|2013-08-380112|2015-08-0040029|2015-08-0040145|2015-08-0040387|2015-08-0041049|2015-08-0041091|2015-08-0041092,帝卢·速霸龙
348004,2012-08-081158,钢针家族,2014-08-3070102014|2014-08-3070112014|2014-08-348047|2014-08-348296|2015-08-0040298|2016-08-0009030|2016-08-0009048|2016-08-0009110|2016-08-0009289|2016-08-0009497|2016-08-0171657|2017-08-0085459|2018-08-0077284,钢针家族
348006,2013-03-200942,弗雷迪,2013-08-200942,弗雷迪
348012,2013-08-151239,钢针家族,2015-08-0040062|2016-08-0009129|2018-03-0007544,钢针家族
348021,2009-07-008546,瓦特,08-01-742992|B08-6130683,瓦特
348042,,,11-09-280715|13-09-150781|14-09-212794|15-09-0372757|15-09-0514501|16-09-0209171|16-09-0209172|17-09-0181511|17-09-0181512|17-09-0181529|17-09-0181530,
348048,,,11-09-1698422011|11-09-326912|11-09-326913|12-09-340625|12-09-378745|12-09-451103|12-09-451104|12-09-451106|12-09-510539|13-09-036351|13-09-252073|13-09-431731|13-09-431732|13-09-433664|13-09-530022|14-09-220189|15-09-0509112|16-09-0482438|16-09-0482439|17-09-0258031|17-09-0457185|17-09-0458175|18-09-0544824|2010-09-3282282011|2016-09-0125962,
348073,,,09-09-2250262010|09-09-4209612011|10-09-328222|11-09-280725|11-09-394186|11-09-4707892012|11-09-470792|11-09-470793|12-09-362946|12-09-3629702012|13-09-218739|13-09-245095|13-09-245096|13-09-431735|14-09-211377|14-09-216811|14-09-216870|14-09-405646,
348095,CHN2008-22-1143889,超级73/凡龙,2010-22-13621822011|2010-32-591987|2010-32-5919872011|2011-32-0152332012|2014-22-1370765,超级73/凡龙
348174,CHN13-16-012117雌,英格斯黄金血系,07-16-013326|2009-26-104493,英格斯黄金血系
348185,CHN13-16-033807雄,英格斯黄金血系,11-16-307022|2009-26-104493,英格斯黄金血系
348189,CHN09-26-191081雄,盖比黄金血系,2007-26-001212|2007-32-875355,盖比黄金血系
348196,CHN11-16-033638雌,詹森黄金血系,2005-16-037805|2007-16-025879,詹森黄金血系
348207,CHN09-16-006970雄,詹森系种赛鸽,05-16-037805,詹森系种赛鸽
348218,CHN13-16-033849雄,胡本X詹森血系,2006-16-053331|2007-16-013326,胡本X詹森血系
348245,B13-6026063,乔斯佛卡门,B00-6249033|B02-00825433|B02-6058314|B02-6058387|B04-6058079|B05-00825271|B06-6270482|B08-6144141|B13-6026063|B93-6572305|B94-6666076|B95-00825752|B96-03970872|B98-00825476|B98-6477108,乔斯佛卡门
348335,BE2010-3047215,,B06-3008003|B09-6130692,
348461,,,B00-4509118|B01-4241981|B04-4019957|B07-4093495|B2013-4050155|B96-4391958|B99-4393519,
348564,B09-3095205,,B05-5015900|B06-3008003|B09-3095205|B2000-3200591,
348596,CHN2014-04882,杨.欧瓦克,2014-03-003347|BLG2006-6413730|N2000-1932857|N2003-1135048|N2003-1168483|N2007-1847565|N2008-1569222,杨.欧瓦克
348653,2014-07-008915,瓦特,08-01-742992|B08-6130683|B1994-6633774|B1995-6471492|B1998-2200103|B1998-2200316|B1998-6484273|B2005-6085474,瓦特
348676,CHN2014-22-1370761,夏拉肯,09-01-897556|2010-22-13629782011|2011-22-14104742013|2012-01-497261|2012-22-338737|2013-01-559603|D08-09445-434,夏拉肯
348696,,,010-09-404443|11-09-184769|11-09-394181|11-09-435314|12-09-340625|12-09-362968|13-09-176101|13-09-176102|13-09-209203|13-09-218735|13-09-218743|13-09-250727|13-09-250907|13-09-250911|13-09-250921|13-09-252077|14-09-211395|14-09-424657|14-09-437117|14-09-451409|16-09-0419059|2012-09-340625,
348704,2009-07-008542,乔斯托内,08-03-538807|B00-5042000|B08-5064738,乔斯托内
348706,2014-66-058555,《花花公子》孙代,B06-6188481|B12-6236429,《花花公子》孙代
348711,,,11-09-156819|11-09-394164|12-09-1653272013|12-09-3629332012|12-09-362956|13-09-036354|13-09-140775|13-09-176121|13-09-178542|13-09-245088|13-09-245089|13-09-250907|13-09-251977|13-09-252077|14-09-451408|15-09-0372749|16-09-0443468|17-09-0094204|2017-09-0456736,
348712,2013-03-040949,《年轻艺术家》多重近亲,B04-6463757|B05-6166487,《年轻艺术家》多重近亲
348714,2013-03-040950,《年轻艺术家》多重近亲,B04-6463757|B05-6466487,《年轻艺术家》多重近亲
348715,2013-03-099930,《年轻艺术家》多重近亲,B04-6463757|B05-6166487,《年轻艺术家》多重近亲
348731,,,09-09-067013|10-09-271411|11-09-173398|11-09-173400|11-09-179354|11-09-184778|11-09-187020|12-09-329249|12-09-362933|12-09-362934|13-09-140633|13-09-176101|13-09-176102|13-09-209203|13-09-218743|13-09-433661|13-09-536406|14-09-211366|14-09-211390|14-09-216318|14-09-216803|14-09-401841|14-09-438700|16-09-0443454,
348744,CHN2014-22-1206385,超级73/凡龙,10-22-995922|11-22-164191|2010-32-599654|2011-22-14110542013|2011-22-164198|2012-01-5596652013|2012-22-330392|2013-22-9049972013|2014-22-12063852014,超级73/凡龙
348782,,,B09-4268644|B09-4269222,
348932,2014-09-405514,速霸龙,2011-434539|2013-130904|2013-291498|2013-469946|B10-4101479,速霸龙
348934,2013-09-029460,速霸龙,2011-434539|2013-291498|2013-469946|2014-405514|B10-4101479,速霸龙
348951,,,B01-4443228|B03-5241862|B05-4045023|B08-4095250|B10-5182727|B2012-4186381|B94-4407032,
348985,CHN2010-01-797668,超级73/凡龙,2009-22-7809202009|2010-32-591987|2011-32-0152332012|2012-27-1319332013|2014-22-1370765|2015-22-07426392015,超级73/凡龙
349008,B12－6032716,乔斯.佛卡门,B06-6270105|B09-6248283|B2010-6052176,乔斯.佛卡门
349022,,,300-400-500,
349038,2013-12-307616,,2013-12-307616|2015-12-0388900|2015-12-0488556,
349071,C14-14-110479,,09-14-055500|09-14-062215|09-14-064641|10-14-025317|12-14-025657|2011-14-0405572012|B00-4065848|B01-44896652|B02-3003886|B02-4247662|B02-4248814|B02-433337817|B03-4290095|B04-2294977|B04-4433009|B05-4045280|B05-433372817|B05-4333732|B06-4126883|B06-4126909|B07-4253849|B07-433238417|B08-2059279|B09-2230744|B2010-2211449|B99-436506117|N98-1554716,
349100,C14-14-110472,,08-01-858888|2013-14-0200952013,
349104,CHN2010-01-797661,超级73/凡龙,2009-22-7809202009|2010-32-591987|2011-32-0152332012|2012-27-1319332013|2014-22-1370765,超级73/凡龙
349172,CHN2011-32-015249,超级73/詹森,2009-22-690194|2009-22-780942|2012-01-5596642013|2012-22-338665|2012-22-338666|2012-22-338685|2012-22-338692|2013-22-0341292014,超级73/詹森
349183,2012-10-990011,188*588,2015-10-0265201,188*588
349203,CHN-2014-15-412047雄,德拉帕罗纳尔多多重近血直子,D07900-95-202|D09615-96-561,德拉帕罗纳尔多多重近血直子
349205,CHN2013-15-036229雄,德拉帕罗纳尔多多重近血直子（高级种鸽,D07900-95-202|D09615-96-561,德拉帕罗纳尔多多重近血直子（高级种鸽
349208,CHN2014-15-412041雄,德拉帕罗纳尔多近血直孙,D07900-95-202|D09615-96-561,德拉帕罗纳尔多近血直孙
349224,CHN2012-15-217563雌,德拉帕玛雅多重近血直女（高级种鸽）,D01769-02-517|D01769-99-429,德拉帕玛雅多重近血直女（高级种鸽）
349229,CHN-2013-15-299576雄,德拉帕罗纳尔多多重近血直子（高级种鸽,D07900-95-202|D09615-96-561,德拉帕罗纳尔多多重近血直子（高级种鸽
349235,CHN-2014-15-009746雌,德拉帕罗纳尔多多重近血直女（高级种鸽）,D07900-95-202|D09615-96-561,德拉帕罗纳尔多多重近血直女（高级种鸽）
349240,CHN-2014-15-412519雄,德拉帕玛雅近血直孙,D01769-02-517|D01769-99-429,德拉帕玛雅近血直孙
349244,CHN-2013-15-036299雌,德拉帕罗纳尔多多重近血直女（高级种鸽）,D07900-95-202|D09615-96-561,德拉帕罗纳尔多多重近血直女（高级种鸽）
349247,CHN-2012-15-217557雄,德拉帕玛雅多重近血直子（高级种鸽）,D01769-02-517|D01769-99-429,德拉帕玛雅多重近血直子（高级种鸽）
349360,2012-01-171815,桑杰士（东方不败）,2007-01-285445|2007-01-558828,桑杰士（东方不败）
349412,2007-01-558828,桑杰士（东方不败）,2007-01-558828,桑杰士（东方不败）
